#       dyttbar        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4     0.90472972    0.057014162     0.76677858    0.054170962       1.085632    0.062847405
           -3.8      1.4833903     0.06857431      1.2538922    0.065153064      1.7849853    0.076504977
           -3.6       2.310322     0.18223812      2.0414532     0.19642824      2.6282934     0.15503685
           -3.4      2.9848184    0.095889067      2.5801797    0.088874143      3.4783357     0.10877332
           -3.2      4.2094263     0.14401486      3.6725032     0.11032689      4.9424848     0.15457631
             -3      6.2002408     0.14101464      5.4897898     0.13425837      7.0167457     0.15584714
           -2.8      8.8429744     0.16586198      7.8791236     0.15709382      9.9643613     0.18684552
           -2.6      12.518436     0.20022052      11.302769     0.20014732      13.842483      0.2226663
           -2.4      17.401389     0.21102649      15.700369     0.19681302      19.369846      0.2722794
           -2.2      24.470068     0.30262056      22.374907      0.3371786      26.609937     0.30251874
             -2      34.711466      0.3128506      32.176525     0.40876483      37.560197     0.36828555
           -1.8      47.115778     0.45950247      43.660424     0.45237005      50.661243      0.4966065
           -1.6      62.606737     0.40100735      57.984917     0.37157796      67.221241     0.49116751
           -1.4      81.186887     0.45495316      75.839582     0.45545785      86.754221     0.56458538
           -1.2      102.84607     0.51645236      96.470878     0.49303608      109.19663     0.63542628
             -1       125.2154     0.56597691      117.07457     0.52824879      133.30408      0.7036057
           -0.8      145.76666     0.63553062      137.07156     0.64224264      154.47807     0.75731995
           -0.6      165.27748     0.68789182      155.59052     0.73231434      174.81791     0.80498414
           -0.4      179.99811     0.72746894      169.61861     0.75292228      190.05692      0.8660879
           -0.2      190.70174     0.90282821      178.22652     0.72184887      202.87987     0.97058363
              0      190.14746     0.98573104      177.87458     0.80823495      203.51327      1.3510119
            0.2      179.92004     0.69450144      169.39279     0.73152765      190.60881     0.84364442
            0.4      164.50748     0.66791451      155.10751     0.66157119      173.48816     0.80419295
            0.6       146.6224     0.71815792      138.19188     0.82452104      154.86897      0.7600839
            0.8      123.17861     0.58187464      115.48558     0.60190088      130.60049     0.69733774
              1       102.3541     0.51809705      95.781181     0.49419806      108.81639     0.63472087
            1.2      80.790385     0.47110952      75.493718     0.45320022      85.994458     0.56101484
            1.4      63.089963     0.58630216      58.938012     0.69299801      67.080107     0.50118059
            1.6      47.098496     0.45155841      43.719454     0.55155176      50.496545     0.43990387
            1.8      34.953769     0.30826305      32.099874     0.29880344      37.970468     0.36398149
              2       24.26821     0.25862237      22.219654     0.24847144      26.420813     0.30595627
            2.2      17.691577     0.24507318      16.072323     0.27023688      19.508971     0.25609082
            2.4      11.966362      0.1705036      10.673601     0.15865754      13.394599     0.21133778
            2.6      8.3726642     0.14972538      7.5033415      0.1480736      9.4987057     0.17912992
            2.8      6.1447008      0.1231049      5.3821369     0.10953267      7.0763203     0.15079462
              3      4.4034581     0.13771575      3.8289137     0.13563549      5.6484285     0.52075459
            3.2      3.0479572     0.10073395      2.6277051    0.095252587      3.5912286     0.11252489
            3.4      2.1090501    0.083911516      1.8308381    0.082065657      2.4685315    0.095731671
            3.6      1.4015282    0.067456995      1.1689674    0.061946889      1.7123018    0.077379146
            3.8     0.89421495    0.049538937     0.75747891     0.04426057      1.0731981    0.059869993
              4     0.89421495    0.049538937     0.75747891     0.04426057      1.0731981    0.059869993
