#        etatop        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4      5.1456298     0.58585278      4.6122404      0.3920452      5.9146197     0.90976262
           -3.8      6.3998261     0.14149091      5.9986668     0.14832849      6.7901662     0.16698678
           -3.6       9.153685     0.16776406      8.4398401     0.14872629      9.9085371     0.19820149
           -3.4       12.98851     0.18682485      11.890924     0.20675553      14.230328     0.23418223
           -3.2      17.851898     0.25601854      16.324326     0.22941397      19.257994     0.32814494
             -3      24.227734     0.28396253      22.667489      0.3145591      26.239565     0.34226948
           -2.8      31.430174     0.38323815      29.082562     0.42058017      33.837903     0.40231217
           -2.6      41.571311     0.40562296      38.787382     0.44954327      44.811609     0.42385489
           -2.4      50.694668     0.39861356       47.07494     0.39234642      54.593284     0.50562156
           -2.2       60.54474     0.41244653      56.565622     0.38945621      64.730466     0.50874783
             -2      70.220331     0.44381238      65.394907     0.41858607      75.194807     0.53753313
           -1.8      79.941851       0.498703      75.023759     0.58432977      84.913282     0.56337081
           -1.6      88.570377     0.47671084      82.581646     0.45507192      94.903109     0.58523056
           -1.4      94.781518     0.53412369      88.690955     0.55085137      100.81208     0.62222426
           -1.2      99.801335     0.50705355       93.40123     0.46995541      106.06171     0.62934542
             -1      101.97098     0.54919166      95.650249     0.54685668      107.98976       0.649851
           -0.8      103.03544     0.51631006      96.547221     0.49647078      109.20441     0.62939071
           -0.6      103.00353      0.5108954      96.411797     0.47800362      109.36207     0.62757902
           -0.4      101.89933      0.5170929      95.598831     0.50037851      107.61024     0.62614941
           -0.2      101.92228     0.54702301      95.465336     0.51681976       108.0401     0.67755004
              0      101.42309     0.53842456      95.309951     0.54933816      107.07046     0.63189011
            0.2      102.62977     0.51955433      96.070006     0.50995982      109.17556     0.62704354
            0.4      102.90779     0.52126704      96.174803     0.50268334      109.68482     0.63074625
            0.6       103.3549     0.52012205      96.575695     0.49468463      110.20606     0.63572277
            0.8      102.43227     0.51974226      95.869162     0.49958947      108.86138     0.62939133
              1      99.935134     0.53211751      93.421516     0.54055421      106.47586     0.62186949
            1.2      95.500645     0.50058173      89.159263     0.47400271      102.17324     0.61858386
            1.4      89.056831     0.50444367       83.36512     0.50554401      94.923935      0.6014708
            1.6      81.136617     0.57582206      75.853885     0.64097279      86.614415     0.62699938
            1.8      70.828393     0.43968506      66.097764     0.40795953      75.821832     0.55179052
              2      60.772505     0.46372431      56.715259     0.49138972      65.206733     0.50756951
            2.2       51.04403     0.45541587      47.598904     0.51697115      54.674121     0.47842977
            2.4      41.332403     0.49786177      38.582891     0.59710102      44.315155     0.41944762
            2.6      31.142028     0.29638633      28.936172     0.27525167      33.619812     0.37514524
            2.8      23.977368     0.27303649      22.125357     0.25774748      26.097065     0.35736116
              3      18.098319     0.53024603      16.355425     0.25290196      19.113054     0.29167567
            3.2      12.841313     0.27209213      12.108198     0.28558994      13.651657     0.30403363
            3.4      9.0452159     0.17378618      8.5483964     0.21606016      9.7101635     0.21431624
            3.6      6.5493459      0.1405567      5.9786318     0.12968591      7.2076962     0.17933686
            3.8      4.7527385     0.26865917      4.6206432     0.41447382      4.9778537     0.18215412
              4      4.7527385     0.26865917      4.6206432     0.41447382      4.9778537     0.18215412
