#   R_yHiggstop        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      20.820693     0.23495705      19.258842     0.23582825       22.44248     0.28205198
            0.2      58.348114      0.3838207      53.821386     0.35884527      63.085673     0.48513876
            0.4        86.6431      0.4991015      80.265211     0.54092945      92.493674     0.57606965
            0.6      105.69215     0.51589049      97.697021     0.47570497      113.79062      0.6395543
            0.8       117.5622     0.55597019      109.29533      0.5400269      125.78115     0.66692902
              1      122.97114     0.57483161      114.25367     0.55099528      131.68646     0.71016194
            1.2       127.4261     0.56598491      118.53687     0.54353736      136.49665     0.69447608
            1.4      132.05557     0.60476381      123.19069     0.62838467        140.994     0.71084721
            1.6      137.80384      0.6293116      128.44166     0.63264594      147.30115     0.74359851
            1.8      146.57446      0.6725283      136.87634     0.64666454      156.95276     0.75043397
              2      158.75618      0.6559039      148.45887     0.63207593      169.09428     0.79811639
            2.2      174.28523     0.69637068      163.17845     0.67134688        186.189      0.9873454
            2.4      194.37093     0.73894416      182.18797     0.78012539      206.70646     0.88564418
            2.6      220.52254      1.1547442      207.15338      1.0291441      232.98124      1.3287284
            2.8       247.1479     0.87296299       232.9209     0.93837787      262.15857      1.0512645
              3      242.77831     0.99933867       228.6394      1.0580306      257.35468      1.1023403
            3.2       80.80612     0.50539878      75.908575     0.54533671      86.120563     0.57837165
            3.4      31.469069     0.28862503      29.045766     0.26422786      34.102506     0.35667523
            3.6      14.236615     0.21851751      13.025832     0.21482253      15.589489     0.24613613
            3.8      6.3267505     0.13194214      5.7422806     0.12080914      6.9598912      0.1585518
              4      3.2396167    0.093271217      2.8931344    0.085794542      3.6675296     0.11169446
            4.2      1.3988482    0.058175571      1.2831562    0.052480451      1.5976446    0.074101794
            4.4     0.67262477     0.03826197     0.58362269    0.032500051     0.78645694    0.049473062
            4.6     0.30584734    0.032595215     0.27086152    0.034454375     0.34263602    0.032714226
            4.8     0.18908891    0.040871198      0.1778743    0.044057486     0.19607582    0.038686628
              5     0.18908891    0.040871198      0.1778743    0.044057486     0.19607582    0.038686628
