#  R_yHiggstbar        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      21.398748     0.23483891      19.732258     0.22652574      23.092902     0.28420851
            0.2      59.083034     0.39922294      54.663446     0.39378869      63.713743     0.50704393
            0.4      88.152708     0.52333887      81.802895     0.54218537      94.535487     0.58539678
            0.6      106.15921      0.5213923      98.322191     0.50577243      113.97014     0.63055894
            0.8      116.82508     0.54548791      108.26176     0.52764579      125.34135     0.66565813
              1       123.1722     0.68669452      115.04345     0.81919729      131.12965     0.69739172
            1.2      127.97641     0.59537118      119.35305      0.6636228      136.72105     0.69852916
            1.4      132.41367      0.6038611      123.19229     0.60394079      141.69553     0.70896127
            1.6       137.8036     0.64359906      128.44612     0.61712247      147.33338     0.78169467
            1.8      146.00405     0.78977859      135.89302     0.62757106      155.03343     0.74860446
              2      157.96759     0.65333548      147.73892     0.65014607      168.44397      0.7873306
            2.2      173.43725      0.7084109      162.11379     0.63058168      185.11428     0.83762172
            2.4      195.22407     0.96038058      182.80682     0.85572298      208.58464       1.286352
            2.6      218.80536     0.82515428      205.77003     0.87185246      232.18453     0.95640204
            2.8      247.05596     0.91540002      233.17223     0.97686921      261.85215      1.1428151
              3       242.4222     0.89232612      228.14483     0.89447314      257.11649      1.1073422
            3.2      81.391252      0.5092265       76.25415      0.5283881      86.587805     0.58319188
            3.4      31.412762     0.28697521       29.00787     0.26802119       34.10806     0.35309652
            3.6      13.749872     0.19285749      12.672588     0.18390778      14.922163     0.23303551
            3.8      6.4487391     0.15020876      5.8260139     0.14865857      7.1964258     0.16628432
              4      2.9783913    0.085016865      2.6670495    0.074765804      3.3254929     0.10722758
            4.2      1.3435311    0.054853082      1.1822789    0.047502591      1.5480037    0.070909101
            4.4     0.72217206    0.044450759     0.64693334    0.045772086     0.79642906    0.051553405
            4.6     0.30974566    0.028054755     0.27088804    0.024837292     0.35687991    0.034603303
            4.8     0.13287143    0.024382255     0.12498613    0.025196409     0.15543172    0.032665755
              5     0.13287143    0.024382255     0.12498613    0.025196409     0.15543172    0.032665755
