# R_yttbarHiggs        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      7.1272481     0.11673825      6.1169466     0.10087235      8.1431085     0.13872547
            0.2      20.311784     0.21571777      17.457995       0.186329      23.161677     0.26580723
            0.4      30.901021     0.24708305      26.689055      0.2206452      35.052336     0.28829967
            0.6      38.638706     0.28063545      33.409625     0.25685686      43.802216     0.32357024
            0.8      43.576126     0.29338275      37.786132     0.26036004       49.27374     0.34270127
              1      47.323143     0.30736508      41.252065     0.27616509      53.297853     0.35720992
            1.2      51.003151     0.33609633      44.616913     0.29387494      57.487778     0.39459511
            1.4      55.962747     0.34460659      49.314693     0.31941078      62.428445     0.39268189
            1.6      63.069951     0.37618717      55.891997     0.34327215      69.991449       0.444009
            1.8      73.663698     0.39854757      66.025073     0.37145608      80.741081     0.45510781
              2      89.300697     0.45156344      80.781389     0.41946847      96.968828      0.5221336
            2.2      116.42572     0.55504661      106.56426     0.55962081      124.75194     0.61380163
            2.4      160.63147     0.85178716      148.51998     0.72657527      170.45131      1.1395773
            2.6      238.98091     0.80492242      223.83169     0.82294568       250.2692     0.89405382
            2.8      411.38707      1.1241445      389.71186      1.2045058      428.62841      1.2467186
              3      758.30399      1.5589652      729.01724      1.6057788      800.23039      2.0211886
            3.2      178.49647     0.95777806      170.97735     0.91770385      189.44269       0.986949
            3.4      36.292084     0.36189341      34.725917     0.38904329      38.875028     0.42924627
            3.6      8.2683814     0.15577555      7.8575535     0.15423278       8.917374     0.20621635
            3.8      2.1445472    0.080316111      2.0050935    0.077976813      2.3375388     0.10228948
              4     0.51456826    0.041767464     0.48624616    0.039353017      0.5541428    0.052768679
            4.2     0.14542751    0.020685169     0.13569733    0.019070435     0.15706035    0.026233131
            4.4    0.033131931    0.010854421    0.030789729   0.0096162386    0.038085887    0.015117132
            4.6   0.0013895112   0.0038675791   0.0003365652   0.0067482224   0.0016315554   0.0035182803
            4.8  -0.0014181041   0.0010667096  -0.0046488425   0.0032870676  9.3193526e-06  0.00051289884
              5  -0.0014181041   0.0010667096  -0.0046488425   0.0032870676  9.3193526e-06  0.00051289884
