#      R_yttbar        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      8.4159121     0.70356205      6.8915032     0.47723778      10.688516      1.0844739
            0.2      16.970443     0.27183532      15.025402     0.23810337      19.215605       0.353025
            0.4      25.652032      0.2602126      22.989739     0.23690642       28.49491     0.34256539
            0.6      34.310028     0.36113442      31.193473     0.42402129      37.418367     0.36192455
            0.8      41.136871     0.31930457      37.261437     0.31649237       45.08384     0.38806899
              1      49.413315     0.34555945      44.988248      0.3171406      53.924314     0.42370577
            1.2      57.680171     0.37585758      52.757196     0.36238008      62.753585     0.45746179
            1.4      67.358266      0.4196716      61.871605     0.41251129      72.951878      0.4974871
            1.6      81.058608     0.56220833      74.565699     0.62448758      87.658625     0.55750111
            1.8      99.686596      0.5394464      92.060298     0.49803511      107.96393     0.60413796
              2      126.15007     0.64441175      117.63087     0.77549336      134.97415     0.69783988
            2.2      164.10752     0.79552149      152.51838     0.60341965      174.50679      0.7834276
            2.4      216.19697     0.76473094       203.1533     0.76822266      228.62814     0.90856773
            2.6      293.51058     0.94467801      277.09721      1.0011078      309.55988      1.0773103
            2.8      391.16417      1.0379988      370.87356      1.0531431      410.59193      1.2451885
              3      433.72096      1.1134965      410.97683      1.1269441      456.41001      1.3435262
            3.2      173.35105     0.72340953      162.71891     0.78520653       184.7283     0.83971852
            3.4      75.829686     0.47547407      69.897732      0.4522257      82.895511     0.75146389
            3.6      37.043994     0.34527577      33.721821      0.3606787      40.891963     0.38789025
            3.8      18.212538     0.21915192      16.301857     0.19917782       20.51615      0.2659157
              4      9.6661162     0.15587085      8.4929317     0.14055348      11.143424     0.19074662
            4.2      5.5902032     0.18619676      4.8976947     0.19060367      6.4447833     0.18084198
            4.4      3.0205602     0.12164972      2.5977874     0.12207317      3.5604383     0.12086295
            4.6      1.6250601    0.084335312      1.3716839    0.085825913      1.9535968    0.084382105
            4.8     0.80013177    0.051700171      0.6655537    0.048666812     0.96323254    0.058160961
              5     0.80013177    0.051700171      0.6655537    0.048666812     0.96323254    0.058160961
