#  dphiHiggstop        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      116.03912     0.57645324      107.20994     0.58869597      124.81502     0.66799545
            0.2      114.33214     0.53601183       105.8737     0.50112234      122.78196     0.66300538
            0.4      114.33475     0.53689376      105.66581     0.53598819      122.79446      0.6568408
            0.6      113.27933     0.53893596      104.93667     0.51068866      121.61437      0.6621036
            0.8      113.86093     0.53457817      105.56563     0.50213196      122.38312     0.65582786
              1      116.08434     0.58612539      108.03125     0.60223884      124.28114     0.68786818
            1.2      118.92436     0.57063408      110.70409      0.5593391      127.40372     0.68457735
            1.4      124.10243     0.58234268      115.58397     0.58535918      132.79478     0.70885257
            1.6      133.54861     0.59530119      124.34806     0.58414478      143.28879     0.71793948
            1.8      144.24101     0.67282335      134.70906     0.64346282      154.56824     0.75558905
              2      159.59397     0.67628015      149.41127      0.6527793      170.09871     0.95525455
            2.2      179.53958       0.837693      167.65488     0.66534468      190.50539     0.84056809
            2.4      202.44885      1.0495991      190.53835      1.0613388      214.78327      1.3082559
            2.6      229.66367     0.82578615      216.23035     0.83534108      243.14764     0.98193159
            2.8      257.97294     0.94863853      243.31814       1.033455      273.55586      1.1124199
              3        194.536     0.84916978       183.4259     0.91370357      206.18092     0.95254397
            3.2        194.536     0.84916978       183.4259     0.91370357      206.18092     0.95254397
