#  dphiHiggstop        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      14.820441    0.023654369      10.543882    0.017051333      21.425128    0.033789248
            0.2       14.54162    0.023393313      10.348447    0.016883143      21.015499    0.033373713
            0.4      14.293581    0.023245597      10.174802    0.016760895      20.650343    0.033185301
            0.6      14.047133    0.023184263      10.001197    0.016761014      20.289836    0.033010402
            0.8      14.019028     0.02310674      9.9841896    0.016708668      20.242399    0.032887246
              1      14.154877    0.023576878      10.082503     0.01706501      20.434575    0.033512661
            1.2      14.576107    0.023427783      10.384937    0.016892703      21.037114     0.03342803
            1.4       15.27681    0.023424528      10.885871    0.016921896       22.04422    0.033365863
            1.6      16.344497    0.023254484      11.648608    0.016772709       23.58024      0.0331784
            1.8      17.855396     0.02455483      12.726248    0.017735959      25.757927    0.034983954
              2      19.887876     0.02790797      14.175277    0.020333797      28.689011    0.039406712
            2.2      22.705744    0.028798953       16.18336    0.020918439      32.754626    0.040799711
            2.4      26.275756    0.031691157      18.722712    0.022970026      37.915795    0.044984962
            2.6      30.755428     0.03201129      21.897903    0.023141878      44.415855    0.045585933
            2.8      35.005195    0.037047992      24.874116    0.026852803      50.658196    0.052611136
              3      25.673713      0.0468694      18.176516    0.034841947      37.292258    0.064808158
            3.2      25.673713      0.0468694      18.176516    0.034841947      37.292258    0.064808158
