#R_etaHiggstbar        central        num_err    min (scale)        num_err    max (scale)        num_err
              0       1.955482   0.0084514826      1.3915823   0.0060287208      2.8261837     0.01220019
            0.2      5.5029785    0.013967204      3.9177135   0.0099750119      7.9496282    0.020137174
            0.4      8.2892085    0.016929197       5.903388    0.012102962      11.970003    0.024382601
            0.6      10.392375    0.018807599      7.4048491    0.013466538      14.998184     0.02704007
            0.8      11.930479    0.020374955      8.5032997    0.014632231      17.211793    0.029202534
              1      13.119791    0.021003961      9.3520227    0.015082358       18.92466    0.030104541
            1.2      14.149698    0.024124177        10.0876    0.017547986      20.406615    0.034125088
            1.4      15.146526    0.027567352      10.800246    0.020164579      21.839467    0.038745835
            1.6       16.29014    0.023801907      11.617911    0.017207419      23.483197    0.033884084
            1.8      17.615951     0.02440954      12.564982    0.017646708      25.390772    0.034740615
              2      19.448503    0.026019967      13.872954    0.018943747      28.029951    0.036799667
            2.2       21.79562    0.027388552       15.54841    0.019835175      31.409937    0.038906453
            2.4      24.832683    0.029426551      17.713133     0.02138413      35.790523     0.04167026
            2.6      28.793141    0.031049902       20.52654    0.022434664      41.523187    0.044215334
            2.8      33.336249    0.034816732      23.736636    0.025410998        48.1357     0.04912761
              3      33.498255    0.044595262        23.7826    0.032822933      48.517408     0.06227713
            3.2      15.091593    0.030862705      10.679277    0.022602251      21.941785    0.043342476
            3.4      7.7814482    0.019121057       5.492281    0.013842962      11.347941    0.027205273
            3.6      4.4290223    0.014618039      3.1178995     0.01056176      6.4783657    0.020856265
            3.8      2.6400606     0.01130051      1.8554046   0.0081283523      3.8691169    0.016210396
              4      1.6059019   0.0091184181      1.1269243   0.0065606894      2.3575413    0.013078536
            4.2     0.98562561   0.0073730952     0.69125208   0.0052738203      1.4478792     0.01064498
            4.4     0.61306379   0.0065605312     0.42981849   0.0047623757     0.90086687   0.0093350948
            4.6     0.37950628   0.0063864081     0.26587591    0.004656814     0.55807235   0.0090274596
            4.8     0.23061997   0.0086669666     0.16070838   0.0066019679      0.3409887    0.011627582
              5     0.23061997   0.0086669666     0.16070838   0.0066019679      0.3409887    0.011627582
