#   dyHiggstbar        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4   0.0042438916   0.0010628389   0.0029682125  0.00071824411   0.0062531842   0.0016430075
           -3.8    0.012975198  0.00085737609   0.0089511677  0.00057979232    0.019457761   0.0013204615
           -3.6    0.028261877   0.0011542661    0.019460611  0.00078181115    0.042469831   0.0017742671
           -3.4    0.051467934   0.0017313341    0.035454292   0.0011940194    0.077267306   0.0026137949
           -3.2    0.090822983   0.0024389156    0.062750441   0.0017119195     0.13591716   0.0036031838
             -3     0.16587702   0.0028706935     0.11486112   0.0019988247     0.24758143   0.0042746618
           -2.8     0.29158514   0.0054423754     0.20210156   0.0039661001     0.43456795   0.0077032134
           -2.6     0.49662419   0.0050981837     0.34584553   0.0036023245      0.7361456    0.007463948
           -2.4     0.84714451   0.0063867704     0.59219615   0.0045254634      1.2502532    0.009316383
           -2.2      1.3845093   0.0074984347     0.97088267   0.0053326675      2.0357201    0.010890568
             -2      2.1913197    0.010071699      1.5401327   0.0072403424      3.2131116    0.014450955
           -1.8      3.4163356    0.012042298      2.4088772   0.0086549541      4.9905135    0.017275216
           -1.6      5.1780803    0.014432479      3.6608699    0.010378387       7.540311    0.020677377
           -1.4      7.6490261    0.019670374      5.4203522     0.01428417      11.107873    0.027875056
           -1.2      10.954597    0.022465782      7.7776075    0.016623512      15.872024    0.031299724
             -1      15.171345    0.024395006       10.79243    0.017683513      21.931888    0.034628701
           -0.8      20.034522    0.026984933      14.273597     0.01953623      28.910747    0.038353095
           -0.6      25.078117     0.03095847      17.885627    0.022539674      36.144563    0.043748263
           -0.4      29.438279    0.034389313      21.006094    0.025033174      42.402485    0.048589989
           -0.2      32.081624    0.035524925      22.898405    0.025919659      46.195338    0.050097417
              0      32.109613    0.034320277      22.919012    0.024886904      46.234225    0.048685097
            0.2      29.506009    0.033476578      21.054155    0.024281165      42.500429    0.047473526
            0.4      25.172692    0.033152616      17.951988    0.024222929      36.283251    0.046664082
            0.6      20.142547    0.027309459      14.350301    0.019779219      29.067211    0.038795454
            0.8      15.217123     0.02925357      10.824355    0.021460592      21.999123    0.040991134
              1      11.096488    0.022241733      7.8801703    0.016168815      16.073622     0.03148517
            1.2      7.7704068     0.01725345      5.5059835    0.012435164      11.284877    0.024655146
            1.4        5.25417    0.014374677      3.7141029    0.010357629      7.6521554    0.020559689
            1.6      3.4973713    0.011794367      2.4651497   0.0084651397      5.1107611    0.016944228
            1.8      2.2756169   0.0096634665      1.5993126   0.0069259607      3.3368479    0.013914935
              2       1.439173    0.009047439      1.0083225   0.0065047056      2.1181062    0.012977489
            2.2     0.89399884   0.0094768796     0.62346298   0.0071039471      1.3227681    0.012986332
            2.4      0.5482564   0.0048894619     0.38155785   0.0034601043     0.81329422   0.0071534374
            2.6     0.33170878   0.0035170932     0.23016841   0.0024484795      0.4938191   0.0052373555
            2.8     0.18524809   0.0032277391     0.12789498   0.0022688593     0.27732915   0.0047694604
              3     0.10454452   0.0022712906    0.072030527   0.0015783463     0.15693798   0.0033896651
            3.2     0.05827928   0.0014985552    0.039966023   0.0010284276    0.087965471   0.0022680791
            3.4     0.02875561   0.0030681937     0.01954847   0.0022206123    0.043812447   0.0043691757
            3.6    0.016694194   0.0010408352    0.011404649  0.00068269117    0.025310057   0.0016630488
            3.8   0.0076213501   0.0006611341   0.0052014106  0.00044590754    0.011570141   0.0010218851
              4   0.0076213501   0.0006611341   0.0052014106  0.00044590754    0.011570141   0.0010218851
