#     dphittbar        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      2.3978218    0.016602434      1.6961868    0.012224281      3.4823802    0.023193236
            0.2      2.4489388    0.015784265      1.7302313     0.01167373       3.561993     0.02193051
            0.4      2.5620522    0.015446793      1.8085605    0.011418902      3.7305361    0.021467556
            0.6      2.8028672    0.018671021      1.9782414    0.013847053      4.0823064    0.025846178
            0.8      3.1899466    0.014205179        2.25386    0.010459181      4.6416163    0.019830092
              1      3.6780892    0.020011708      2.5998349     0.01507661      5.3500103    0.027223578
            1.2      4.4633331     0.01585498      3.1593643    0.011652661      6.4830437    0.022178952
            1.4      5.6928235    0.018099547      4.0359629    0.013334882      8.2559311    0.025253856
            1.6      7.4212325    0.025739144       5.265679    0.019074932      10.753779    0.035650634
            1.8      10.168736    0.023655654       7.224773    0.017304296        14.7154    0.033244877
              2      14.422018    0.026177178      10.256295    0.019114289      20.850992     0.03686148
            2.2      21.300828    0.030545178      15.160491    0.022386516      30.771501    0.042887095
            2.4      32.474606    0.034086105      23.129525      0.0248288      46.881973     0.04820513
            2.6      50.376791    0.039887494      35.893997    0.028791524      72.702205    0.056878238
            2.8      76.737773    0.046492037      54.680866    0.033493944      110.74743    0.066451214
              3      70.095344    0.043884305      49.936698    0.031450834      101.19192    0.063054893
            3.2      70.095344    0.043884305      49.936698    0.031450834      101.19192    0.063054893
