# R_yttbarHiggs        central        num_err    min (scale)        num_err    max (scale)        num_err
              0              0              0              0              0              0              0
            0.2              0              0              0              0              0              0
            0.4              0              0              0              0              0              0
            0.6              0              0              0              0              0              0
            0.8              0              0              0              0              0              0
              1              0              0              0              0              0              0
            1.2              0              0              0              0              0              0
            1.4              0              0              0              0              0              0
            1.6              0              0              0              0              0              0
            1.8              0              0              0              0              0              0
              2              0              0              0              0              0              0
            2.2              0              0              0              0              0              0
            2.4              0              0              0              0              0              0
            2.6              0              0              0              0              0              0
            2.8              0              0              0              0              0              0
              3       193.4276     0.07128671      138.03299    0.052490673      278.59644    0.099553529
            3.2      96.916632    0.056994583       68.80925    0.041512467      140.42108    0.080594285
            3.4      15.596193    0.025846349      10.975911    0.018714881      22.830654    0.036801406
            3.6      3.2817277    0.012810328      2.2912569   0.0092552473        4.84883    0.018291072
            3.8     0.76671018    0.006161042     0.53254967   0.0044235122      1.1399298   0.0088605767
              4     0.18289542   0.0039742792     0.12632084   0.0028637432     0.27371002   0.0056933549
            4.2    0.046390007   0.0012687753    0.031961075  0.00089390621    0.069655438   0.0018646533
            4.4    0.011669798  0.00077819766   0.0080369584  0.00055120094     0.01752934   0.0011355946
            4.6    0.002546103  0.00035984815   0.0017208952  0.00025424572   0.0039051817  0.00052655867
            4.8   0.0006239304  0.00018816251  0.00042731801  0.00013377469  0.00094294223  0.00027303444
              5   0.0006239304  0.00018816251  0.00042731801  0.00013377469  0.00094294223  0.00027303444
