#         ytbar        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4  0.00013318411  7.7164349e-05  9.0187726e-05  5.2302189e-05  0.00020365641  0.00011788822
           -3.8  0.00039542203  0.00039174472  0.00030429074  0.00030565732   0.0005274279  0.00051399642
           -3.6   0.0056140581  0.00066657315   0.0040878244  0.00045854746   0.0078647191    0.001013641
           -3.4     0.02183745   0.0015784465    0.015549677   0.0011184199    0.031594133   0.0023098797
           -3.2    0.072018009   0.0019943897    0.050743046    0.001389302     0.10568205   0.0029774278
             -3     0.19788616   0.0031360188     0.13880641   0.0021998938     0.29172147   0.0046400411
           -2.8     0.46202805   0.0045670843     0.32358427    0.003217497     0.68158424   0.0067191464
           -2.6     0.95213153   0.0066479709     0.66778541   0.0047270191       1.400855    0.009664633
           -2.4      1.7536811   0.0095085769      1.2330448   0.0068102548      2.5711898    0.013693312
           -2.2       2.882583     0.01073793      2.0326955   0.0076809485      4.2106339    0.015483509
             -2      4.4531377    0.014755698      3.1480944    0.010722409       6.484551    0.020920403
           -1.8      6.4097136    0.017922887      4.5425293    0.013025757      9.3060616    0.025378825
           -1.6      8.8157896    0.018851371      6.2597805    0.013609207      12.770507    0.026882068
           -1.4      11.396079    0.023188553      8.1030075    0.017010064      16.481853    0.032548939
           -1.2      14.138756    0.024568138      10.065279    0.018091423       20.42063    0.034380647
             -1      16.783618     0.02550491      11.957469    0.018506552      24.219343    0.036166246
           -0.8      19.211625      0.0272174      13.692828    0.019760009      27.710204    0.038566769
           -0.6      21.245497    0.028380236      15.146522    0.020604746      30.634493    0.040213173
           -0.4      22.691506    0.030249697      16.180997    0.022036242      32.711544    0.042711555
           -0.2      23.416471    0.033560234      16.698226    0.024570698      33.756121     0.04712063
              0      23.447354     0.03022333      16.720493    0.022010614      33.799923    0.042695529
            0.2       22.66126    0.029243828      16.158831    0.021226784       32.66916    0.041445348
            0.4       21.28324     0.02872863      15.174142     0.02090443      30.687367    0.040609471
            0.6      19.185855    0.028265559      13.674343    0.020531637      27.673213    0.040029274
            0.8      16.823062      0.0270968      11.985632    0.019737616      24.276032    0.038261357
              1      14.107289    0.024383862      10.042201     0.01772357      20.376581    0.034516843
            1.2      11.442782    0.021681215      8.1370369    0.015703437      16.547734    0.030809784
            1.4      8.8458359    0.018623541      6.2811572    0.013444316       12.81388    0.026561524
            1.6      6.4901961    0.015651584      4.5995669    0.011248434       9.422905    0.022434292
            1.8      4.5290762    0.013213499      3.2017421   0.0094710222       6.595454     0.01900457
              2      2.9490607    0.010786638      2.0791856   0.0077023179       4.308539    0.015583172
            2.2      1.7618698   0.0085298803      1.2379854   0.0060663473       2.584971    0.012390732
            2.4      0.9802105   0.0098355837     0.68637156   0.0070810282      1.4447803    0.014069034
            2.6     0.48668793   0.0045607685     0.34013016   0.0032293401     0.71957745   0.0066700501
            2.8     0.21614755   0.0030744827     0.15102367   0.0021563313     0.32004173   0.0045510408
              3    0.079808549   0.0024542756    0.056060417   0.0017050643     0.11748809   0.0036877818
            3.2    0.024465048   0.0011217131    0.017202118  0.00077975997    0.035963752   0.0016788184
            3.4   0.0073054657  0.00061569253   0.0051702994  0.00042701896     0.01062704  0.00092335417
            3.6   0.0010787091  0.00023625882  0.00076574739   0.0001631087   0.0015524546  0.00035613494
            3.8  0.00013131494  9.4727049e-05  8.9598595e-05  6.5342292e-05  0.00019898237  0.00014177484
              4  0.00013131494  9.4727049e-05  8.9598595e-05  6.5342292e-05  0.00019898237  0.00014177484
