#        yHiggs        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4  0.00032557952  0.00010404201  0.00022930007  7.3919072e-05  0.00048001881  0.00015204185
           -3.8  0.00025268833   0.0002788947  0.00014614961   0.0001959049  0.00045506211  0.00041105337
           -3.6   0.0050235292  0.00060934878    0.003311731  0.00042803368   0.0079542825  0.00089937535
           -3.4    0.019007377   0.0017123835    0.012651912   0.0012011786    0.029795983    0.002526658
           -3.2    0.066117439   0.0035420563    0.044368923   0.0025580341     0.10214692   0.0050545483
             -3     0.19474359   0.0034646913     0.13275377   0.0024709647     0.29553219   0.0050198078
           -2.8     0.44454272   0.0053042823     0.30608778   0.0038060273     0.66678272   0.0076264038
           -2.6     0.93169222   0.0064382327     0.64705963    0.004591183      1.3836991   0.0093184245
           -2.4      1.7105615   0.0094435786       1.195853   0.0067998019      2.5213997    0.013515637
           -2.2      2.8234856     0.01320231      1.9837856   0.0095758087      4.1381516    0.018731598
             -2      4.4040816     0.01467697       3.108047    0.010642137      6.4227345    0.020837766
           -1.8      6.3997603    0.018045159      4.5309055    0.013216254       9.299896    0.025344588
           -1.6      8.7473143    0.020620002      6.2096612    0.015050219      12.673139    0.029068085
           -1.4      11.371661      0.0237144      8.0854838    0.017444489      16.446249     0.03318357
           -1.2       14.16616    0.028151497       10.08601    0.020644907      20.457651     0.03945987
             -1      16.857869    0.025281855      12.012958    0.018310479      24.321758    0.035917987
           -0.8      19.389816    0.028489802      13.826977    0.020775782      27.953542    0.040194346
           -0.6      21.386946    0.028033788      15.255276    0.020315066      30.823724    0.039807088
           -0.4       22.88532    0.028574661      16.327387    0.020677556      32.976057    0.040634575
           -0.2      23.662294    0.029474833      16.881517    0.021364226      34.096017    0.041844459
              0      23.584918    0.030316385      16.827343    0.022229727      33.982267    0.042588453
            0.2      22.891802    0.029278628      16.331668    0.021229688      32.986075    0.041551679
            0.4      21.316679    0.028166705      15.206413    0.020476857      30.719698    0.039878178
            0.6      19.278527    0.026241433      13.747663    0.018969606      27.792785    0.037354263
            0.8      16.754941    0.025728383      11.939589    0.018674128      24.173042    0.036471156
              1      14.084259    0.022690986      10.029941     0.01636837      20.334556    0.032376749
            1.2      11.282135    0.023065689        8.02285     0.01682242      16.314601    0.032536893
            1.4      8.6921987    0.019029796      6.1703146    0.013784337      12.594046    0.027042751
            1.6      6.3758622     0.01597544      4.5160793     0.01152109      9.2604516    0.022813919
            1.8      4.3764654    0.016694093      3.0892778    0.012137697      6.3808411    0.023624254
              2      2.8008935    0.013493365      1.9677196   0.0097422309      4.1054573    0.019233464
            2.2      1.6822557   0.0091445513      1.1764123   0.0065894291      2.4788885    0.013083245
            2.4     0.91860428    0.006864032     0.63808748   0.0049193877       1.363984   0.0098793056
            2.6     0.44134423   0.0065679558     0.30347615   0.0047676915     0.66288095   0.0093200958
            2.8     0.19092247   0.0032406806     0.12999916   0.0022934086     0.29007642   0.0047359911
              3    0.070433604   0.0019717822    0.047464827   0.0013863052     0.10832045   0.0029067986
            3.2    0.019212279   0.0011195513    0.012709212  0.00078915924    0.030175599   0.0016477318
            3.4   0.0033556084  0.00085902308    0.002148125   0.0006069324   0.0054747284   0.0012559244
            3.6   0.0012521986  0.00031008816  0.00082611557    0.000216823   0.0019832462  0.00045970173
            3.8  0.00011206695  0.00013104259   7.728517e-05  9.2206538e-05  0.00017162126  0.00019228965
              4  0.00011206695  0.00013104259   7.728517e-05  9.2206538e-05  0.00017162126  0.00019228965
