#     detattbar        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4     0.25353661   0.0069107788     0.17421281   0.0051158829     0.38124966   0.0096045111
           -3.8     0.37973334   0.0086233381     0.26224381   0.0065721052     0.56786647    0.011564868
           -3.6     0.53294914   0.0060678689     0.36907557   0.0043940651     0.79447827   0.0086492204
           -3.4     0.74408264    0.013223439     0.51635025   0.0099196888      1.1064241    0.018091709
           -3.2      1.0348196    0.010585507     0.72053558   0.0077541581      1.5330297    0.014875344
             -3      1.4137662    0.010022323     0.98862675   0.0072925229      2.0845066    0.014194637
           -2.8      1.8863988    0.011069973      1.3216986   0.0080362557      2.7750979    0.015710314
           -2.6      2.5171914    0.013460545      1.7683797   0.0098607751      3.6917454    0.018911556
           -2.4      3.3175016    0.012599706      2.3369466   0.0091492767      4.8504806    0.017883707
           -2.2      4.3099932    0.014233559       3.042122    0.010359106      6.2873031    0.020155378
             -2      5.5846186    0.015678868      3.9510588    0.011367668      8.1245978    0.022272311
           -1.8      7.0743881    0.016950336      5.0150017    0.012296586      10.268362    0.024061723
           -1.6      8.8223842    0.018657424      6.2663965    0.013514213      12.776885    0.026515295
           -1.4      10.779806    0.019956754      7.6672033     0.01444979      15.586567    0.028375558
           -1.2      12.910407    0.021842287      9.1955499    0.015825087      18.636731    0.031021308
             -1      15.123196    0.022937382      10.783581    0.016572622      21.802673    0.032659378
           -0.8       17.25353    0.024019415      12.314562    0.017344915      24.845698    0.034215438
           -0.6      19.165833    0.030368471      13.688891    0.022262561      27.577157     0.04257643
           -0.4      20.509207    0.026523645      14.654794    0.019191181      29.494772    0.037699319
           -0.2      21.314865    0.027044635      15.234481    0.019563902      30.643963    0.038444744
              0      21.271834     0.02762936      15.201585    0.020032058      30.586674    0.039186382
            0.2      20.591253    0.025961418      14.714345    0.018724068      29.610764    0.037016252
            0.4      19.169279    0.025143467      13.692053    0.018143653      27.580813    0.035835956
            0.6      17.274262    0.023835213      12.329372    0.017187316      24.875554    0.033999932
            0.8      15.123414    0.023024204      10.784373    0.016653254      21.801494    0.032748304
              1      12.934504    0.022184875      9.2124765     0.01621263      18.671945    0.031267515
            1.2      10.749754    0.019704976      7.6471202    0.014239561      15.540425    0.028066179
            1.4      8.7797603    0.020381408      6.2331373      0.0151536      12.721368     0.02826652
            1.6      7.0607361    0.016664401      5.0054606    0.012043047      10.248303    0.023746237
            1.8      5.5465384    0.016874315      3.9239148    0.012296484      8.0695414    0.023835886
              2      4.3269035    0.014246157      3.0550553    0.010326913      6.3095567    0.020246377
            2.2      3.3015472    0.015806353       2.324909    0.011541623      4.8288504    0.022277056
            2.4      2.5194446    0.012789697      1.7699453   0.0093172901      3.6950375    0.018081418
            2.6      1.9064922    0.010531284      1.3361588   0.0076585394      2.8037185    0.014928066
            2.8      1.4128958   0.0084789574     0.98768394    0.006120086      2.0840268    0.012123448
              3      1.0422418   0.0080154537     0.72680943   0.0058255582      1.5415863    0.011373736
            3.2     0.72779051    0.011487573     0.50438037   0.0084208501      1.0837214    0.016111215
            3.4     0.54508581   0.0081150236     0.37759726   0.0059374923     0.81232218    0.011423961
            3.6       0.387936   0.0055865699     0.26846744   0.0040729085     0.57889201   0.0079036709
            3.8     0.25417934    0.005087204     0.17496459   0.0037260133      0.3814703    0.007159004
              4     0.25417934    0.005087204     0.17496459   0.0037260133      0.3814703    0.007159004
