#    masst+tbar        central        num_err    min (scale)        num_err    max (scale)        num_err
              0              0              0              0              0              0              0
             20              0              0              0              0              0              0
             40              0              0              0              0              0              0
             60              0              0              0              0              0              0
             80              0              0              0              0              0              0
            100              0              0              0              0              0              0
            120              0              0              0              0              0              0
            140              0              0              0              0              0              0
            160              0              0              0              0              0              0
            180              0              0              0              0              0              0
            200              0              0              0              0              0              0
            220              0              0              0              0              0              0
            240              0              0              0              0              0              0
            260              0              0              0              0              0              0
            280              0              0              0              0              0              0
            300              0              0              0              0              0              0
            320              0              0              0              0              0              0
            340    0.080858764  0.00020686363    0.057039324  0.00015151935     0.11763403   0.0002900071
            360     0.16658941  0.00027283484     0.11824115  0.00020042886     0.24096938  0.00038149814
            380     0.18519475  0.00032898409     0.13178428  0.00024226346     0.26727394  0.00045871758
            400     0.19036657  0.00034021724     0.13567331  0.00025375959     0.27437504  0.00046844439
            420     0.18812696  0.00029073884     0.13425756  0.00021439609     0.27083208  0.00040521978
            440     0.18138565  0.00025857841     0.12955801  0.00018818598      0.2609436  0.00036520259
            460     0.17196327  0.00025654021     0.12287059  0.00018671647     0.24733847  0.00036231018
            480       0.161543  0.00025179221     0.11545113  0.00018371541     0.23232885   0.0003548106
            500     0.14956393  0.00028664553     0.10689203  0.00021063151     0.21512338  0.00040071475
            520     0.13912964  0.00022003957    0.099434145  0.00015903896     0.20013933  0.00031314049
            540     0.12819874  0.00021319182    0.091604189  0.00015415293     0.18446954  0.00030334183
            560      0.1176321  0.00019859422    0.084022534  0.00014310503     0.16934651  0.00028359283
            580     0.10728686  0.00020891987    0.076594419   0.0001521279     0.15454762  0.00029513106
            600    0.098262025  0.00018726049    0.070133968  0.00013494149     0.14159432  0.00026745846
            620    0.089370224  0.00017778917    0.063756635  0.00012790049     0.12885665  0.00025439484
            640     0.08178771   0.0001671104     0.05831581  0.00011977382     0.11799949  0.00024007142
            660    0.074275025  0.00016131801    0.052925817   0.0001156858      0.1072386  0.00023163754
            680      0.0675769  0.00016466699    0.048125411  0.00011886401    0.097633076  0.00023483572
            700    0.061427792   0.0001453385     0.04372976  0.00010404644    0.088790161  0.00020910114
            720    0.055846534  0.00013802554    0.039728514  9.8668795e-05    0.080787338  0.00019889089
            740    0.051073066  0.00013369849    0.036312001  9.5560733e-05    0.073930888   0.0001926905
            760    0.046625859  0.00013906846    0.033132157  9.9817827e-05    0.067535593  0.00019955377
            780    0.042245046  0.00012136353    0.030005749   8.658151e-05    0.061222585   0.0001752958
            800    0.038523978  0.00011751339    0.027343933  8.3830982e-05    0.055873573  0.00016975968
            820    0.034993646  0.00011312123    0.024825082  8.0697245e-05    0.050784038  0.00016342766
            840    0.032191034  0.00011136872    0.022819751   7.944716e-05    0.046755872   0.0001608939
            860    0.029299363  0.00010409991    0.020755356  7.4112238e-05    0.042589469  0.00015073419
            880    0.026657375  9.7141401e-05    0.018879912  6.9059179e-05    0.038759235  0.00014087218
            900    0.024428501  9.3768658e-05    0.017288609  6.6629042e-05    0.035547746  0.00013605773
            920    0.022290352  8.9842149e-05    0.015765837  6.3785692e-05    0.032458607  0.00013048565
            940    0.020165231  8.5165306e-05    0.014251903  6.0417809e-05    0.029389269  0.00012380116
            960    0.018713221  9.3705924e-05    0.013219936  6.6814544e-05    0.027286467  0.00013549975
            980      0.0172019  7.9408152e-05    0.012145475  5.6290226e-05    0.025098696  0.00011554029
           1000      0.0172019  7.9408152e-05    0.012145475  5.6290226e-05    0.025098696  0.00011554029
