#   dyHiggstbar        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4      0.1658526    0.024107069     0.16524386    0.024020052     0.16700105    0.024264478
           -3.8     0.30120069    0.031897628     0.30038712    0.031801627     0.35764922    0.068795723
           -3.6     0.45723423    0.043591674     0.45612452    0.043599245     0.46454485    0.045259978
           -3.4     0.88017142    0.061533333     0.87705522    0.061348164     0.88938067     0.06203072
           -3.2      1.3913526    0.079418383      1.3865771    0.079030604      1.4078256    0.081221783
             -3      2.4461037    0.095258181      2.3762518     0.10552746      2.4568972     0.09568237
           -2.8      4.1087463     0.13419681       3.818952     0.34300558      4.1281583     0.13628452
           -2.6      6.1981794     0.14935322      6.1610693     0.15773346      6.2239242     0.14992229
           -2.4      9.6317162     0.19092991      8.0971575      1.5964726       9.675611     0.19172235
           -2.2      14.058337     0.23558435      12.684407      1.4743265       14.12237     0.23662008
             -2      20.987225     0.30513092      20.462464     0.61746359      21.096764     0.30666923
           -1.8      31.831696     0.38685535      31.643486     0.38671262      32.006408     0.39474499
           -1.6      44.346775     0.93991785      43.864806      1.5752471      45.634287     0.47803945
           -1.4      63.887158     0.50655904      61.315245      2.5324246      64.176775     0.50867694
           -1.2      87.950392     0.59890423      87.352889     0.59560135      88.520091      0.6240728
             -1      116.48759     0.71199107      116.04447     0.70469949      121.22375      3.7875413
           -0.8      152.92968     0.95608795      152.07712     0.93116946      155.04702      1.0423675
           -0.6      186.05319     0.86323107       185.3339      0.8561658       189.0388      1.5209997
           -0.4      217.34353       0.995765      216.46983     0.98766313      219.20616      1.3693314
           -0.2      233.03149      1.0065455      231.93769       1.018723       236.4443      1.1730038
              0      232.32607      2.2480577      232.25353      1.5573539      237.27644      1.0054904
            0.2      215.93935     0.92086445      214.77625     0.91720415      218.84974      1.0082085
            0.4      187.77851      1.0114316      186.68593     0.97446214      190.04542      1.2228923
            0.6      150.96978     0.78679341      150.07643     0.78380298       152.5942     0.80418903
            0.8      117.88916     0.79032858      117.25137     0.79158146      118.95183     0.80181084
              1      87.499402     0.66181518      86.907731     0.66258704      88.110889     0.68098049
            1.2      63.297058     0.50331929      62.879045     0.50063078      63.723193     0.50801792
            1.4      44.938656     0.42240756      44.526227     0.52674473      46.322226      1.1368769
            1.6      31.973811     0.40325078      31.760514     0.39991541      32.202283     0.42360522
            1.8      21.474106     0.29554871      21.351756     0.29459738      21.694576     0.38138469
              2       14.52745     0.23497155       14.44284     0.23368177      14.603572     0.23615566
            2.2      9.8335706     0.30327156       9.780817     0.30202156      9.8960189      0.3105102
            2.4      6.1363589     0.15527488      5.9922296     0.23898274      6.1630694     0.15578503
            2.6      3.8073009     0.12338068      2.0534505      1.7793222      3.8258447       0.124075
            2.8      2.4895866     0.10318423   -0.020499792       2.498818      2.5070809     0.10408529
              3      1.4383096    0.070937727       1.433906    0.070738259      2.6092999      1.1684629
            3.2     0.90355178    0.058329155    -0.21578303      1.1216392     0.96245565    0.084630484
            3.4     0.56011994    0.044991096     0.55549057    0.045818227     0.56233968    0.045124122
            3.6     0.30010567    0.034114505     0.29888885    0.033882372      0.4185757     0.12501948
            3.8     0.13977065    0.020804901     0.13881905    0.020694968     0.14048657    0.020923277
              4     0.13977065    0.020804901     0.13881905    0.020694968     0.14048657    0.020923277
