#  detaHiggstop        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4      3.6956351     0.12055436      3.6817433      0.1202139      3.7203235     0.12138734
           -3.8      4.9484641     0.14009438      4.9367116     0.13988494      6.0455471      1.0625002
           -3.6      6.5236764     0.15939667       6.492889     0.15897014      6.5672136      0.1602943
           -3.4      8.5765508     0.20001587      8.5480822     0.20313059       8.750992     0.23049625
           -3.2      10.989258     0.21164314      10.849241     0.25319805      11.074284      0.2135275
             -3      13.940561     0.24299926      13.865467     0.24139921       14.13338     0.34647617
           -2.8      18.520611     0.39058918      18.465616     0.39021819       19.88856      1.2670037
           -2.6      22.262504     0.87316983       21.69412      1.5365078      23.295429     0.31830686
           -2.4       28.33504     0.33261558      28.049123     0.34328733      29.265473      1.2677809
           -2.2      35.486863     0.37955207      35.265027     0.37744451      35.712309     0.38190674
             -2      44.321059     0.56004069      44.019082     0.55441741      44.660684     0.59183075
           -1.8      55.712107     0.49977749      55.360508     0.49681091      56.402841     0.54911607
           -1.6      67.334737     0.52885038      66.933044     0.52665862      68.026894     0.53848946
           -1.4      80.098084     0.59518998      79.564484     0.59258069      80.822345     0.60612639
           -1.2      94.915025     0.62727722      94.322656     0.62414371      95.741359     0.69996687
             -1      111.46275     0.70545435      110.75827      0.7041091      112.54293     0.76508917
           -0.8      128.20013     0.93390888      127.48857     0.89684536       130.1397      1.1663036
           -0.6      140.84256     0.76885371      140.04077     0.76415502      142.27501     0.79012735
           -0.4      152.42179     0.78469902      151.56674     0.78206068      154.32373     0.80791283
           -0.2      157.81555     0.81288399       156.9332     0.81021693      158.62248     0.81985986
              0      157.76935      0.8133728       154.4958      2.6260967      159.35513     0.86450209
            0.2      150.50365      2.1769881      150.29503      3.0452711      154.27497     0.81862806
            0.4      140.93053     0.77218543      139.88051     0.81610299      141.64252     0.77750346
            0.6      126.70989     0.74404385      125.85011     0.75012352      127.97278     0.80204647
            0.8      111.38183      0.6693197      110.75189     0.66682058      111.92481     0.67258724
              1      94.917479     0.64949224      94.336745     0.64391115      95.840955      0.6583466
            1.2       80.01599     0.60873489      79.661747     0.61675565      80.659934     0.64918838
            1.4      66.678832     0.52194994        66.2411     0.51906662       67.24888     0.53040069
            1.6      55.600827     0.73819494      55.187936     0.69576031      56.025036     0.70804684
            1.8      43.823783     0.41252043      42.704795      1.5132532       44.02883     0.41424153
              2      35.235408     0.37399895      35.118049     0.37285683      36.276231       1.293719
            2.2      28.486078     0.35913977      28.306083     0.35832602      28.746052     0.37095462
            2.4      23.055444     0.29806566      22.671796     0.60956303      23.182145      0.2994271
            2.6      17.331964     0.26135942      17.277756     0.26482734      17.461051      0.2668324
            2.8      13.786537     0.23082492      13.682707     0.22988411      13.892625     0.23309673
              3      10.903873      0.2029456      10.722856     0.23141039      10.971586     0.20396389
            3.2      8.2248261     0.17660609      8.1348016     0.17854141      8.2792602     0.17762304
            3.4      6.5629008     0.15762546      6.5445842     0.15719538      6.6084026     0.15873404
            3.6      4.9870839      0.1423353      4.9544742     0.14154347      5.0215042     0.14321933
            3.8       3.955416     0.13363647      3.9437846     0.13295279      4.0310915     0.14461227
              4       3.955416     0.13363647      3.9437846     0.13295279      4.0310915     0.14461227
