# detaHiggstbar        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4      3.8114625     0.13392697      2.2449123      1.5906009        3.83711     0.13540422
           -3.8      5.0380254     0.14637592      4.8903341     0.37896915      5.0674692     0.14658238
           -3.6      6.3658095     0.16679307      6.2208507     0.20122034       6.419769     0.16939349
           -3.4      8.2777305     0.17981303      8.2188715     0.17840562      8.3362848     0.18122465
           -3.2      10.403132     0.84508117      8.7409898      2.4879596      11.294472     0.21462333
             -3      13.717004     0.23237231      13.631921     0.23127482      13.798251     0.23348879
           -2.8      17.448431     0.26720734       17.13979     0.29594451      17.548032     0.26841739
           -2.6      22.391849     0.29652166      22.242287     0.29493089       22.58212     0.30153312
           -2.4      28.518092     0.33988978      28.329606     0.33801446      28.724879       0.342369
           -2.2      35.557931     0.37733545      35.042578     0.88930612      35.733021     0.37900618
             -2      44.832026     0.48195477      44.535676      0.4779706      45.389371     0.53442057
           -1.8      54.724474     0.51066692       54.31418     0.51257331      55.007772     0.56472542
           -1.6      67.735717     0.52537322      67.489132     0.52306218      68.376804      1.3496791
           -1.4      80.133434     0.56239972      79.488847      1.5626639      80.512583     0.56479928
           -1.2      95.787963     0.63283657      95.206877     0.62912307      96.946265     0.67321576
             -1      112.29708      1.0510073      111.76931     0.99265087      113.95985      1.2919622
           -0.8      125.82247     0.72243702      125.33668     0.71908405      128.26023      1.4331333
           -0.6      141.96363     0.79453779       141.1265     0.79244495      143.25888     0.89373933
           -0.4      151.69948     0.80362644      150.87324     0.79918747       153.5016     0.82397904
           -0.2      158.35748     0.85748662      157.72337     0.85162137       161.1088      1.0557636
              0      154.74454      2.1701243      154.61464      3.0425496      158.79852     0.81957726
            0.2      151.86887      0.7730593      151.20244     0.78486163      154.58313      1.3133632
            0.4      140.76149      0.7455545      139.99715     0.74251626      142.25642     0.76650184
            0.6      127.96717     0.72625912      127.28828     0.72545164      129.26382     0.73768679
            0.8      111.77537     0.75207899      111.35787     0.74941693      116.72997      3.7844279
              1      94.143383      0.6248155      93.587274     0.62303907      95.241236     0.65037845
            1.2      80.806564     0.62120132      80.306997     0.61738352      81.575223     0.63576555
            1.4      66.455927     0.51831516      65.994528     0.51514025      67.394026     0.63833561
            1.6      55.274415     0.55819885      54.985835     0.56087719      55.701325     0.56399154
            1.8      44.440266     0.41878549      44.129758     0.41659483      44.725389     0.42254048
              2      35.546239     0.41043647       35.31493      0.4076647      35.811143     0.41697726
            2.2      28.178984     0.33632758      27.994471      0.3346326      28.376588     0.34126205
            2.4      23.367814     0.30915229      23.243548     0.30915355      23.508312     0.31749794
            2.6      17.932574     0.32889289      17.818968     0.32689739      18.052673     0.33354535
            2.8      14.121208     0.23443238      14.023885     0.23312214      14.214564     0.23560334
              3       11.16791     0.23235225      11.096727     0.23099631      11.240869     0.23561005
            3.2      8.4501719       0.190026      5.9005837      2.5038737      8.5056926     0.19265666
            3.4       6.636165     0.15733693       6.617008     0.15692062      6.7192834     0.16564554
            3.6      5.1564658     0.17271097      5.1343278      0.1718325      5.1963167     0.17574596
            3.8      3.7837752     0.11733073      3.6965415     0.14900046      3.8052082     0.11747104
              4      3.7837752     0.11733073      3.6965415     0.14900046      3.8052082     0.11747104
