#   R_yHiggstop        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      20.326928     0.29163936      17.763387      2.5135621      20.656756     0.29496698
            0.2      55.529815      2.0740145      54.908712      2.9729682      58.403996       0.476034
            0.4      85.014758     0.57457565      84.609861     0.57784162      86.258687     0.63533199
            0.6      103.12717     0.63190652      101.65256      2.0485466      103.66895     0.63440661
            0.8      115.60508     0.66522253      114.90593     0.67424889      116.62535     0.71578986
              1      119.78812      0.7149763      119.33946     0.71141071      121.08205     0.72837969
            1.2      125.18653     0.69275081      124.50603     0.69025998      125.78695     0.69601751
            1.4      129.87108      0.7393671      129.21162     0.74577155      132.46855       1.455488
            1.6      135.05027     0.74754688      134.22167     0.74381214      136.19982     0.75724253
            1.8      144.79679     0.78483477      143.78932     0.78969932      145.44349     0.78964195
              2      155.87591     0.79912359        154.872      0.7942554      156.81238     0.86741363
            2.2      170.15288       1.168881      169.80131     0.83051104      171.61641      1.1664829
            2.4      192.05815     0.91741856      190.65003     0.91944461      193.81736     0.94325544
            2.6      215.99768      1.1365575      214.65008      1.1131749      219.53925      1.7046609
            2.8      244.35178      1.0379883      242.79333      1.0307955      247.01203      1.0534395
              3      239.06211      1.1870723      238.04056      1.1759351      245.94381      3.9117709
            3.2      80.021308     0.65431565      79.465677     0.79331217      80.428165     0.66612235
            3.4      30.760435     0.35367082      30.649241     0.35249845      31.529214     0.67910063
            3.6      14.244453     0.24630809       13.94607     0.44124348      14.614963     0.58460349
            3.8      6.1513533      0.1547916      6.1321151     0.15440237      7.5175392      1.2179373
              4      3.2872815     0.11709919      3.2696308     0.11756577      3.7168346     0.38594205
            4.2      1.4353109    0.078340366      1.3423932     0.12931482       1.442289    0.078816405
            4.4     0.66405248     0.04744767     0.66217749    0.047317459     0.66728363    0.047649261
            4.6     0.32849174    0.043936008     0.32743767    0.043768523     0.33134775    0.045042077
            4.8     0.23058594    0.052538676     0.22893555    0.051691521     0.23326228    0.053695649
              5     0.23058594    0.052538676     0.22893555    0.051691521     0.23326228    0.053695649
