#      etaHiggs        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4      4.1893969     0.13247769      4.1683959     0.13214922      4.2116567     0.13360911
           -3.8      5.6997389      0.1532436      5.6542594     0.15322979      5.7423184     0.15545678
           -3.6      8.4891144     0.37762175      8.1637345     0.47073947      8.5370275     0.38894188
           -3.4      11.300221     0.23252758      11.270256     0.23175203      12.477571      1.2595801
           -3.2      16.944741     0.60789935      16.349477        1.44168      17.182806     0.75566025
             -3      22.291892     0.31150676      22.161669      0.3106473      22.410868     0.35363223
           -2.8      29.515614      0.3500108      29.418761     0.34870311      33.633751      3.7242002
           -2.6      37.210657     0.38685829        37.0399     0.38607188       37.58571     0.39103239
           -2.4      46.657488     0.49088355      45.675567      1.5383469      46.892228     0.49462008
           -2.2      57.313075      0.5152029       57.03083     0.51098648      57.977181     0.50763547
             -2       66.99797     0.55098606      66.613063      0.5473808      67.843957     0.56933567
           -1.8      77.931538      0.5622156      77.485938     0.55954895      78.874718     0.59189524
           -1.6      87.349577     0.60672153      86.913118     0.60510236      88.298389     0.61542592
           -1.4      94.201026     0.65920144      91.109698      2.5813708       95.23705     0.67193267
           -1.2      99.756694     0.63359268      99.143284     0.62988815      100.79717      0.6432749
             -1      99.973279      2.1199883       99.58225       3.006587      103.14367     0.67486184
           -0.8       104.1375     0.75165515      103.54123     0.74758392      105.19251     0.76454119
           -0.6      104.35831     0.64051343      103.75656     0.63913932      105.52886     0.65815033
           -0.4      104.57042     0.63629331      103.91951     0.63339419      106.61338      1.3334054
           -0.2       105.6163     0.63941442      104.99573     0.63651893      106.09408     0.64219595
              0      104.13239     0.65878901      103.48722     0.65549409      104.96111     0.73419261
            0.2      104.40589     0.68946833      103.74888     0.68583319      105.38623     0.69508421
            0.4      103.78881     0.64430435       103.0548     0.64445191      104.64595      0.7001628
            0.6      104.44877     0.63369632       103.6888     0.64365947      105.12888     0.69255111
            0.8      101.69851     0.82791019      100.90926     0.79923886      102.63782     0.80399606
              1      99.923107     0.63314705      99.285216     0.62987223      100.95438     0.65782392
            1.2      94.176426     0.67437126      93.689146     0.68173625      95.515072     0.79527624
            1.4        87.2561     0.61742171      86.743962     0.64747802      87.720603       0.630968
            1.6      76.808582     0.99348433      76.514072      1.6078931      78.202779      0.6565707
            1.8      69.254057      0.5339918      68.954058     0.53525229      70.216566     0.55595129
              2      56.991968     0.48897197      54.625081      2.5268584      57.419385     0.55632822
            2.2      47.659129     0.45908837       47.47303     0.45515826      49.999276      1.4137522
            2.4      38.651632     0.47573056      38.467296       0.471819      39.081289     0.48784461
            2.6      29.218772     0.35389577      29.073778      0.3535821      29.563467     0.36975559
            2.8      22.182157     0.31183959      21.957873      1.9296897      22.294114     0.31350149
              3      16.309456     0.27608901      16.234116     0.27506618       16.41366     0.28824517
            3.2      11.948092     0.22576082      11.887357     0.22479041      12.061423     0.22888582
            3.4      8.4638699     0.20827769      8.4177193     0.20554356      8.5762851      0.2471118
            3.6      5.7041167     0.15850084      5.6767384      0.1578661      5.7483809     0.15974592
            3.8       4.018124     0.12976275       4.009413     0.12951052      4.1484948     0.22912356
              4       4.018124     0.12976275       4.009413     0.12951052      4.1484948     0.22912356
