#       ptHiggs        central        num_err    min (scale)        num_err    max (scale)        num_err
              0       0.400146   0.0056469917      0.3915298   0.0088628287      0.4026792   0.0056767677
             10      1.1245802    0.019132658      1.1160371    0.031701225      1.1877832    0.090626624
             20      1.8078368    0.011975682      1.8020122    0.012558333      1.8181036    0.012039474
             30      2.3792987    0.013935449      2.3656275     0.01457856      2.4127268    0.014573483
             40      2.7541759    0.015511126      2.7352829    0.015440778      2.7725174    0.015636034
             50      3.0298004    0.016864755      2.9976181    0.053256491      3.0935073    0.029705906
             60      3.1041004    0.017404573      3.0851964    0.017398478      3.1250895    0.017577008
             70      3.0976717      0.0158568       3.079339    0.015781899      3.1449644    0.016270069
             80      3.0420954    0.017217913      3.0231798    0.017436898      3.0811462    0.018919153
             90      2.8468849    0.015123613      2.8297474    0.015036641      2.8822774    0.015608667
            100      2.6382681    0.014529228      2.6271148    0.014442972      2.6877809    0.029045707
            110      2.4090235    0.014708085      2.3930445    0.014887288      2.4281969    0.015717169
            120      2.1931088    0.017223645      2.1773204    0.016370048      2.2143176    0.023069962
            130      1.9908668    0.012611156      1.9819532      0.0128484      2.0193117    0.015137935
            140      1.7327057    0.042496755      1.7143376    0.051643386      1.7915742    0.013511367
            150       1.538168    0.011306233      1.5313626    0.011335222      1.5538082    0.011762907
            160       1.379973    0.014989541      1.3696302    0.014171052      1.3905805    0.014543071
            170      1.2179022    0.011061939      1.2105898    0.010943179      1.2261075    0.011316059
            180      1.0582642   0.0090302087       1.052238   0.0089847257      1.0629973   0.0093636846
            190     0.93007177   0.0095056513     0.92464331   0.0094525506     0.93502845   0.0095953731
            200     0.81217924   0.0080737024      0.8070517   0.0080633809     0.81565714   0.0082040444
            210     0.71628074   0.0077779452     0.71217569   0.0077437235     0.71850114     0.00777293
            220     0.62681999   0.0071040286     0.62348894   0.0070632269     0.62943488   0.0071398309
            230     0.55427878   0.0071268329     0.55089659   0.0070533813     0.55657461   0.0072883276
            240     0.47999664   0.0062191023     0.47729504   0.0061890707     0.48138372    0.006248436
            250     0.42703068   0.0060238227     0.42474504   0.0060023774     0.42819014   0.0060311081
            260     0.38339182   0.0055080021     0.38136665   0.0054939719     0.38424806   0.0055794421
            270      0.3307881   0.0051605828     0.32916457   0.0051390749     0.33158225   0.0051784488
            280     0.29603734   0.0050593601     0.29446345   0.0050358759     0.29669701   0.0050866744
            290     0.26271896   0.0048625578     0.26133389   0.0048307354     0.26356159   0.0049021551
            300     0.23488768   0.0046645133     0.23379325   0.0046461131     0.23542863   0.0046856122
            310     0.20995844   0.0043901685     0.20888106   0.0043569567     0.21061231   0.0044200953
            320     0.18364013   0.0038567094     0.18301685   0.0038498866     0.18415064   0.0038741581
            330     0.16433859    0.003564706     0.16289446   0.0036664735      0.1645431   0.0035691231
