#     detattbar        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4     0.53186316              0     0.52325581              0     0.54047051              0
           -3.8     0.69423913              0     0.68495175              0     0.70352651              0
           -3.6     0.86679055              0     0.85745825              0     0.87612285              0
           -3.4      1.1605688              0       1.150388              0      1.1707496              0
           -3.2      1.4864038              0      1.4753424              0      1.4974652              0
             -3       1.963824              0      1.9515599              0      1.9760881              0
           -2.8      2.5510469              0      2.5385611              0      2.5635327              0
           -2.6      3.3139183              0      3.3003696              0       3.327467              0
           -2.4      4.3015877              0      4.2868358              0      4.3163396              0
           -2.2      5.5600599              0      5.5443606              0      5.5757592              0
             -2       7.137484              0      7.1201138              0      7.1548542              0
           -1.8      8.9578426              0      8.9392056              0      8.9764796              0
           -1.6      11.123731              0      11.103644              0      11.143818              0
           -1.4      13.501133              0      13.479676              0       13.52259              0
           -1.2        16.0583              0      16.035275              0      16.081325              0
             -1      18.609212              0      18.584927              0      18.633497              0
           -0.8      20.997932              0      20.972567              0      21.023297              0
           -0.6      23.056561              0      23.030174              0      23.082948              0
           -0.4      24.532212              0      24.505174              0       24.55925              0
           -0.2      25.300138              0      25.272776              0        25.3275              0
              0      25.324987              0      25.297625              0      25.352349              0
            0.2      24.555691              0      24.528591              0      24.582791              0
            0.4      23.022688              0      22.996286              0       23.04909              0
            0.6      21.014084              0       20.98866              0      21.039508              0
            0.8      18.559291              0      18.535153              0      18.583429              0
              1        16.0213              0      15.998422              0      16.044178              0
            1.2      13.465474              0      13.443996              0      13.486952              0
            1.4      11.133539              0      11.113444              0      11.153634              0
            1.6       8.964101              0      8.9457815              0      8.9824205              0
            1.8      7.1098081              0      7.0923207              0      7.1272955              0
              2      5.5471626              0      5.5313555              0      5.5629697              0
            2.2       4.313342              0       4.297664              0        4.32902              0
            2.4      3.3130369              0      3.2991676              0      3.3269062              0
            2.6      2.5478165              0      2.5352193              0      2.5604137              0
            2.8      1.9627048              0       1.951039              0      1.9743706              0
              3      1.5075263              0      1.4957708              0      1.5192818              0
            3.2        1.14986              0      1.1393653              0      1.1603547              0
            3.4     0.87646146              0     0.86729553              0     0.88562739              0
            3.6     0.70798745              0     0.69811108              0     0.71786382              0
            3.8     0.55478606              0     0.54506123              0     0.56451089              0
              4     0.55478606              0     0.54506123              0     0.56451089              0
