#R_etaHiggstbar        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      2.1094883              0      2.0953833              0      2.1235933              0
            0.2      5.9757089              0      5.9543175              0      5.9971003              0
            0.4      9.1846724              0      9.1607161              0      9.2086287              0
            0.6      11.647217              0      11.623413              0      11.671021              0
            0.8      13.730033              0      13.705163              0      13.754903              0
              1      15.304671              0      15.280791              0      15.328551              0
            1.2      16.766761              0      16.743187              0      16.790335              0
            1.4      18.298354              0      18.274666              0      18.322042              0
            1.6      19.871385              0      19.847305              0      19.895465              0
            1.8      21.811285              0       21.78651              0       21.83606              0
              2      24.201421              0      24.175526              0      24.227316              0
            2.2      27.238647              0      27.211132              0      27.266162              0
            2.4      31.085252              0       31.05548              0      31.115024              0
            2.6      35.878799              0      35.846201              0      35.911397              0
            2.8      41.669809              0      41.633068              0       41.70655              0
              3      43.148401              0      43.107666              0      43.189136              0
            3.2      20.285072              0       20.25302              0      20.317124              0
            3.4       10.92337              0      10.895528              0      10.951212              0
            3.6      6.5239093              0      6.5007643              0      6.5470544              0
            3.8      4.0660693              0      4.0467209              0      4.0854177              0
              4      2.5894821              0      2.5723677              0      2.6065965              0
            4.2      1.6628189              0      1.6444711              0      1.6811667              0
            4.4      1.0844893              0      1.0734906              0       1.095488              0
            4.6     0.69502435              0     0.68630875              0     0.70373995              0
            4.8     0.47590735              0     0.46678321              0     0.48503149              0
              5     0.47590735              0     0.46678321              0     0.48503149              0
