#      R_yttbar        central        num_err    min (scale)        num_err    max (scale)        num_err
              0     0.50790134              0     0.50398578              0      0.5118169              0
            0.2      1.3932963              0      1.3867795              0      1.3998131              0
            0.4      2.2532378              0      2.2449474              0      2.2615282              0
            0.6      3.0745843              0      3.0650942              0      3.0840744              0
            0.8      3.8742432              0      3.8638631              0      3.8846233              0
              1      4.7128969              0      4.7017175              0      4.7240763              0
            1.2      5.7155075              0      5.7033456              0      5.7276694              0
            1.4        7.05659              0      7.0431282              0      7.0700518              0
            1.6      8.8992822              0      8.8841987              0      8.9143657              0
            1.8      11.675954              0      11.658621              0      11.693287              0
              2      15.918333              0      15.898034              0      15.938632              0
            2.2      22.600168              0       22.57601              0      22.624326              0
            2.4      33.312616              0      33.283204              0      33.342028              0
            2.6       50.34949              0      50.313284              0      50.385696              0
            2.8      75.961498              0      75.916284              0      76.006712              0
              3      91.930512              0      91.877094              0       91.98393              0
            3.2      29.579714              0      29.541175              0      29.618253              0
            3.4      10.190654              0      10.159782              0      10.221526              0
            3.6      4.0731885              0      4.0475724              0      4.0988046              0
            3.8      1.8763318              0      1.8524424              0      1.9002212              0
              4     0.95402816              0     0.93135775              0     0.97669857              0
            4.2     0.49118754              0     0.47315938              0      0.5092157              0
            4.4      0.3063931              0     0.29015916              0     0.32262704              0
            4.6     0.17681261              0     0.16172603              0     0.19189919              0
            4.8    0.085953012              0    0.075703684              0     0.09620234              0
              5    0.085953012              0    0.075703684              0     0.09620234              0
