#         ytbar        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4  0.00012873127              0  9.6944856e-05              0  0.00016051768              0
           -3.8   0.0012886555              0   0.0011327188              0   0.0014445922              0
           -3.6   0.0086750038              0   0.0076664701              0   0.0096835375              0
           -3.4      0.0407774              0    0.035064402              0    0.046490398              0
           -3.2     0.11911664              0     0.11366455              0     0.12456873              0
             -3     0.31041627              0     0.30057591              0     0.32025663              0
           -2.8     0.64373685              0     0.63517938              0     0.65229432              0
           -2.6      1.2924307              0       1.278395              0      1.3064664              0
           -2.4      2.3216566              0      2.3060943              0      2.3372189              0
           -2.2      3.7624195              0      3.7445098              0      3.7803292              0
             -2      5.7694418              0      5.7482548              0      5.7906288              0
           -1.8      8.2415193              0      8.2197657              0      8.2632729              0
           -1.6      11.132014              0      11.108638              0       11.15539              0
           -1.4      14.302277              0      14.277397              0      14.327157              0
           -1.2      17.633798              0      17.608355              0      17.659241              0
             -1      20.867788              0      20.840509              0      20.895067              0
           -0.8      23.840264              0      23.812046              0      23.868482              0
           -0.6      26.249898              0      26.220814              0      26.278982              0
           -0.4      28.062968              0      28.033467              0      28.092469              0
           -0.2      28.937398              0      28.907638              0      28.967158              0
              0      28.991137              0      28.961231              0      29.021043              0
            0.2       28.04529              0      28.015926              0      28.074654              0
            0.4      26.262138              0      26.233314              0      26.290962              0
            0.6      23.895674              0      23.867628              0       23.92372              0
            0.8      20.881842              0      20.854756              0      20.908928              0
              1      17.631415              0      17.605718              0      17.657112              0
            1.2      14.317265              0      14.291988              0      14.342542              0
            1.4      11.100082              0      11.076628              0      11.123536              0
            1.6      8.2025868              0      8.1811072              0      8.2240664              0
            1.8       5.746127              0      5.7269053              0      5.7653487              0
              2      3.7154092              0      3.6988821              0      3.7319363              0
            2.2      2.3088178              0      2.2933862              0      2.3242494              0
            2.4      1.3201155              0       1.306589              0       1.333642              0
            2.6     0.66914689              0     0.65888368              0      0.6794101              0
            2.8     0.29678281              0     0.28960278              0     0.30396284              0
              3     0.11928152              0     0.11308933              0     0.12547371              0
            3.2    0.033774196              0    0.031753271              0    0.035795121              0
            3.4   0.0098942867              0   0.0078373929              0    0.011951181              0
            3.6   0.0012119694              0    0.001003869              0   0.0014200698              0
            3.8  0.00012516647              0  0.00010588903              0  0.00014444391              0
              4  0.00012516647              0  0.00010588903              0  0.00014444391              0
