# R_yttbarHiggs        central        num_err    min (scale)        num_err    max (scale)        num_err
              0              0              0              0              0              0              0
            0.2              0              0              0              0              0              0
            0.4              0              0              0              0              0              0
            0.6              0              0              0              0              0              0
            0.8              0              0              0              0              0              0
              1              0              0              0              0              0              0
            1.2              0              0              0              0              0              0
            1.4              0              0              0              0              0              0
            1.6              0              0              0              0              0              0
            1.8              0              0              0              0              0              0
              2              0              0              0              0              0              0
            2.2              0              0              0              0              0              0
            2.4              0              0              0              0              0              0
            2.6              0              0              0              0              0              0
            2.8              0              0              0              0              0              0
              3       235.2646              0      235.19168              0      235.33752              0
            3.2       123.0268              0      122.96077              0      123.09283              0
            3.4      21.679615              0      21.645094              0      21.714136              0
            3.6      5.1840055              0      5.1640684              0      5.2039426              0
            3.8      1.3779224              0      1.3663481              0      1.3894967              0
              4     0.39048427              0     0.38368787              0     0.39728067              0
            4.2     0.11436323              0      0.1105475              0     0.11817896              0
            4.4    0.033668585              0    0.031779694              0    0.035557476              0
            4.6   0.0091204305              0   0.0082017148              0    0.010039146              0
            4.8   0.0034805755              0   0.0028713546              0   0.0040897964              0
              5   0.0034805755              0   0.0028713546              0   0.0040897964              0
