#  dphiHiggstop        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      17.297253              0      17.266754              0      17.327752              0
            0.2      17.146716              0      17.117389              0      17.176043              0
            0.4      16.954595              0      16.926522              0      16.982668              0
            0.6      16.940228              0      16.913732              0      16.966724              0
            0.8       17.04991              0      17.023725              0      17.076095              0
              1      17.385162              0      17.360774              0       17.40955              0
            1.2      18.082884              0      18.058068              0        18.1077              0
            1.4      19.060598              0      19.036345              0      19.084851              0
            1.6      20.555259              0      20.529369              0      20.581149              0
            1.8      22.532875              0      22.506542              0      22.559208              0
              2      25.148327              0      25.120274              0       25.17638              0
            2.2      28.591608              0      28.561941              0      28.621275              0
            2.4      33.044191              0      33.010661              0      33.077721              0
            2.6      38.458156              0      38.419879              0      38.496433              0
            2.8       44.57021              0      44.524415              0      44.616005              0
              3      34.268163              0      34.224371              0      34.311955              0
            3.2      34.268163              0      34.224371              0      34.311955              0
