#   dyHiggstbar        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4    0.017107776              0    0.014282618              0    0.019932934              0
           -3.8    0.035801162              0    0.031683584              0     0.03991874              0
           -3.6    0.056240886              0    0.052114846              0    0.060366926              0
           -3.4    0.090670308              0    0.086097125              0    0.095243491              0
           -3.2      0.1882534              0     0.18056335              0     0.19594345              0
             -3     0.27543441              0     0.26872427              0     0.28214455              0
           -2.8      0.4947927              0     0.48515734              0     0.50442806              0
           -2.6     0.82026354              0     0.80759205              0     0.83293503              0
           -2.4      1.3084467              0      1.2959297              0      1.3209637              0
           -2.2      2.0503063              0      2.0341189              0      2.0664937              0
             -2      3.1553499              0       3.139666              0      3.1710338              0
           -1.8      4.8095801              0      4.7908902              0        4.82827              0
           -1.6      7.0598188              0      7.0399388              0      7.0796988              0
           -1.4      10.196046              0      10.175535              0      10.216557              0
           -1.2      14.265351              0      14.242561              0      14.288141              0
             -1       19.23213              0      19.206888              0      19.257372              0
           -0.8      24.934292              0      24.905646              0      24.962938              0
           -0.6      30.687945              0      30.656034              0      30.719856              0
           -0.4      35.518874              0      35.484382              0      35.553366              0
           -0.2      38.300462              0      38.264195              0      38.336729              0
              0      38.272704              0      38.236467              0      38.308941              0
            0.2      35.502904              0      35.468421              0      35.537387              0
            0.4      30.659753              0      30.627805              0      30.691701              0
            0.6      24.955944              0      24.927667              0      24.984221              0
            0.8      19.292846              0      19.267486              0      19.318206              0
              1      14.309724              0      14.286622              0      14.332826              0
            1.2      10.169044              0      10.148965              0      10.189123              0
            1.4      7.0892701              0      7.0688341              0      7.1097061              0
            1.6      4.7851318              0       4.768689              0      4.8015746              0
            1.8      3.1452476              0      3.1298501              0      3.1606451              0
              2      2.0756266              0      2.0604966              0      2.0907566              0
            2.2      1.2939964              0      1.2820989              0      1.3058939              0
            2.4     0.81248278              0     0.80153943              0     0.82342613              0
            2.6     0.49975558              0     0.48948558              0     0.51002559              0
            2.8     0.30020655              0     0.29120264              0     0.30921046              0
              3     0.17919178              0      0.1711467              0     0.18723686              0
            3.2     0.10031165              0    0.094503672              0     0.10611963              0
            3.4    0.056354643              0    0.051765619              0    0.060943667              0
            3.6    0.038253285              0    0.032548574              0    0.043957996              0
            3.8    0.016162995              0    0.013665312              0    0.018660678              0
              4    0.016162995              0    0.013665312              0    0.018660678              0
