#     dphittbar        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      3.8743223              0      3.8570275              0      3.8916171              0
            0.2      3.9133465              0      3.8988724              0      3.9278206              0
            0.4      4.1149187              0      4.1010536              0      4.1287838              0
            0.6       4.497016              0      4.4815378              0      4.5124942              0
            0.8      4.9813084              0      4.9660115              0      4.9966053              0
              1      5.6674415              0       5.651245              0       5.683638              0
            1.2      6.6784306              0      6.6620738              0      6.6947874              0
            1.4      8.1964039              0      8.1777626              0      8.2150452              0
            1.6      10.349617              0      10.330011              0      10.369223              0
            1.8      13.694762              0      13.673198              0      13.716326              0
              2      18.900815              0      18.875846              0      18.925784              0
            2.2      27.144808              0      27.115016              0        27.1746              0
            2.4      40.408729              0      40.372852              0      40.444606              0
            2.6       61.43816              0      61.393167              0      61.483153              0
            2.8      91.370144              0      91.312596              0      91.427692              0
              3      81.855912              0       81.79579              0      81.916034              0
            3.2      81.855912              0       81.79579              0      81.916034              0
