#       dyttbar        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4     0.13163936              0      0.1187483              0     0.14453042              0
           -3.8     0.16989638              0     0.15840181              0     0.18139095              0
           -3.6     0.25949508              0     0.24796029              0     0.27102987              0
           -3.4     0.36942865              0     0.35785694              0     0.38100035              0
           -3.2     0.48281632              0     0.47141453              0     0.49421811              0
             -3      0.6462419              0     0.63431077              0     0.65817303              0
           -2.8     0.86831631              0     0.85618012              0      0.8804525              0
           -2.6      1.1834653              0      1.1704457              0      1.1964849              0
           -2.4      1.6547921              0      1.6419572              0       1.667627              0
           -2.2      2.4388915              0      2.4249775              0      2.4528055              0
             -2      3.6246762              0       3.609665              0      3.6396874              0
           -1.8      5.4060268              0      5.3899626              0       5.422091              0
           -1.6      7.9583422              0      7.9401224              0       7.976562              0
           -1.4      11.262387              0      11.242565              0      11.282209              0
           -1.2      15.407731              0      15.385224              0      15.430238              0
             -1      20.036447              0       20.01182              0      20.061074              0
           -0.8      24.784397              0      24.757537              0      24.811257              0
           -0.6      29.266208              0      29.237218              0      29.295198              0
           -0.4      32.736236              0      32.705376              0      32.767096              0
           -0.2      34.700442              0      34.668566              0      34.732318              0
              0      34.794781              0      34.762827              0      34.826735              0
            0.2       32.71709              0      32.686272              0      32.747908              0
            0.4      29.196658              0      29.167573              0      29.225743              0
            0.6      24.795366              0      24.768474              0      24.822258              0
            0.8      20.013607              0      19.989198              0      20.038016              0
              1      15.343602              0      15.321374              0       15.36583              0
            1.2      11.310021              0      11.289878              0      11.330164              0
            1.4      7.9512493              0       7.933357              0      7.9691416              0
            1.6      5.3995366              0      5.3834399              0      5.4156333              0
            1.8      3.6206872              0      3.6044538              0      3.6369206              0
              2      2.4290643              0      2.4148172              0      2.4433114              0
            2.2      1.6589651              0      1.6457681              0      1.6721621              0
            2.4      1.1864691              0      1.1742786              0      1.1986596              0
            2.6     0.87297058              0      0.8603543              0     0.88558686              0
            2.8     0.65819207              0     0.64571695              0     0.67066719              0
              3     0.49162068              0     0.48015417              0     0.50308719              0
            3.2     0.37873465              0     0.36691664              0     0.39055266              0
            3.4     0.26785761              0     0.25593094              0     0.27978428              0
            3.6     0.16044615              0     0.14995181              0     0.17094049              0
            3.8     0.11012783              0       0.098904              0     0.12135166              0
              4     0.11012783              0       0.098904              0     0.12135166              0
