# detaHiggstbar        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4     0.43978336              0     0.43337705              0     0.44618967              0
           -3.8     0.60375816              0     0.59490416              0     0.61261216              0
           -3.6     0.84080219              0     0.83198408              0      0.8496203              0
           -3.4      1.1194528              0      1.1092883              0      1.1296173              0
           -3.2       1.483275              0      1.4722006              0      1.4943494              0
             -3      1.9654538              0      1.9517495              0      1.9791581              0
           -2.8      2.6201033              0      2.6074635              0      2.6327431              0
           -2.6      3.4031512              0      3.3874841              0      3.4188183              0
           -2.4      4.3647738              0      4.3484333              0      4.3811143              0
           -2.2      5.5557481              0      5.5385418              0      5.5729544              0
             -2       7.019146              0      7.0017094              0      7.0365826              0
           -1.8      8.7618621              0      8.7429332              0       8.780791              0
           -1.6       10.78934              0      10.769027              0      10.809653              0
           -1.4      13.091634              0      13.069943              0      13.113325              0
           -1.2      15.668749              0      15.645204              0      15.692294              0
             -1      18.409934              0      18.384885              0      18.434983              0
           -0.8        21.0685              0      21.041664              0      21.095336              0
           -0.6      23.449358              0      23.420706              0       23.47801              0
           -0.4      25.354091              0      25.323909              0      25.384273              0
           -0.2      26.398788              0      26.367579              0      26.429997              0
              0      26.375212              0      26.343418              0      26.407006              0
            0.2      25.365806              0      25.335528              0      25.396084              0
            0.4      23.485165              0      23.456475              0      23.513855              0
            0.6      21.074533              0      21.047776              0       21.10129              0
            0.8       18.36589              0      18.341162              0      18.390618              0
              1      15.705795              0      15.682615              0      15.728975              0
            1.2       13.16582              0      13.143771              0      13.187869              0
            1.4      10.797151              0      10.776931              0      10.817371              0
            1.6      8.7676781              0      8.7490733              0      8.7862829              0
            1.8      7.0141289              0      6.9967199              0      7.0315379              0
              2      5.5475763              0      5.5322498              0      5.5629028              0
            2.2      4.3694953              0      4.3539487              0      4.3850419              0
            2.4      3.3612829              0      3.3481084              0      3.3744574              0
            2.6      2.6095652              0      2.5960469              0      2.6230835              0
            2.8       1.985493              0      1.9733976              0      1.9975884              0
              3      1.5145742              0      1.5008182              0      1.5283302              0
            3.2      1.1000489              0      1.0914068              0       1.108691              0
            3.4     0.84887704              0     0.83801024              0     0.85974383              0
            3.6     0.62865317              0      0.6190383              0     0.63826804              0
            3.8     0.43690339              0     0.43134604              0     0.44246074              0
              4     0.43690339              0     0.43134604              0     0.44246074              0
