# dphiHiggstbar        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      17.318331              0      17.286885              0      17.349777              0
            0.2       17.19072              0      17.161016              0      17.220424              0
            0.4      17.017698              0      16.988979              0      17.046417              0
            0.6      16.899073              0      16.872578              0      16.925568              0
            0.8      17.026746              0      17.001025              0      17.052467              0
              1      17.401789              0      17.377356              0      17.426222              0
            1.2      18.105994              0      18.081898              0       18.13009              0
            1.4      19.088417              0      19.063838              0      19.112996              0
            1.6      20.529971              0      20.505005              0      20.554937              0
            1.8      22.516163              0       22.49001              0      22.542316              0
              2      25.130966              0      25.102379              0      25.159553              0
            2.2      28.646722              0      28.615802              0      28.677642              0
            2.4      32.996482              0      32.962963              0      33.030001              0
            2.6      38.524497              0       38.48615              0      38.562844              0
            2.8      44.437388              0      44.392422              0      44.482354              0
              3      34.255177              0      34.212018              0      34.298336              0
            3.2      34.255177              0      34.212018              0      34.298336              0
