#      etaHiggs        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4     0.48898829              0     0.48491062              0     0.49306596              0
           -3.8      0.7058392              0     0.70079082              0     0.71088758              0
           -3.6      1.0424385              0      1.0363716              0      1.0485054              0
           -3.4      1.4882728              0      1.4809469              0      1.4955987              0
           -3.2      2.1318646              0      2.1228909              0      2.1408383              0
             -3      2.9531091              0      2.9422595              0      2.9639587              0
           -2.8      3.9925377              0      3.9799698              0      4.0051056              0
           -2.6       5.288416              0      5.2729854              0      5.3038466              0
           -2.4      6.8318962              0      6.8139957              0      6.8497967              0
           -2.2      8.5626209              0      8.5444179              0      8.5808239              0
             -2      10.336491              0      10.316266              0      10.356716              0
           -1.8      12.187575              0      12.165542              0      12.209608              0
           -1.6      13.873468              0      13.850152              0      13.896784              0
           -1.4      15.449798              0      15.425021              0      15.474575              0
           -1.2       16.60763              0      16.581579              0      16.633681              0
             -1      17.489552              0      17.462379              0      17.516725              0
           -0.8      18.072915              0      18.043569              0      18.102261              0
           -0.6       18.30642              0      18.279597              0      18.333243              0
           -0.4      18.399526              0      18.372088              0      18.426964              0
           -0.2       18.41759              0      18.390428              0      18.444752              0
              0      18.377525              0      18.350052              0      18.404998              0
            0.2      18.418277              0      18.388687              0      18.447867              0
            0.4       18.31037              0      18.283532              0      18.337208              0
            0.6      18.040484              0      18.013162              0      18.067806              0
            0.8      17.467519              0      17.441324              0      17.493714              0
              1      16.626543              0      16.600373              0      16.652713              0
            1.2      15.388356              0      15.364097              0      15.412615              0
            1.4      13.891215              0      13.868094              0      13.914336              0
            1.6      12.192819              0      12.171122              0      12.214516              0
            1.8       10.36001              0      10.339626              0      10.380394              0
              2      8.4903883              0      8.4725989              0      8.5081777              0
            2.2      6.7974382              0      6.7815342              0      6.8133422              0
            2.4       5.296532              0      5.2822745              0      5.3107895              0
            2.6      3.9849042              0      3.9724605              0      3.9973479              0
            2.8      2.9285114              0      2.9180295              0      2.9389933              0
              3      2.1157184              0      2.1069116              0      2.1245252              0
            3.2      1.4847748              0      1.4769909              0      1.4925587              0
            3.4      1.0300466              0      1.0241225              0      1.0359707              0
            3.6     0.72609621              0     0.72082967              0     0.73136275              0
            3.8     0.49245638              0     0.48823471              0     0.49667805              0
              4     0.49245638              0     0.48823471              0     0.49667805              0
