# R_etaHiggstop        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      2.1131883              0      2.0994841              0      2.1268925              0
            0.2      5.9592618              0      5.9386146              0       5.979909              0
            0.4      9.1476045              0      9.1242611              0      9.1709479              0
            0.6      11.666289              0      11.642198              0       11.69038              0
            0.8      13.731535              0      13.706904              0      13.756166              0
              1      15.341133              0      15.317501              0      15.364765              0
            1.2      16.761207              0      16.737431              0      16.784983              0
            1.4      18.288481              0      18.264585              0      18.312377              0
            1.6      19.860574              0      19.836457              0      19.884691              0
            1.8      21.780565              0      21.755852              0      21.805278              0
              2      24.218384              0      24.192553              0      24.244215              0
            2.2      27.195106              0      27.167833              0      27.222379              0
            2.4      30.998418              0      30.969041              0      31.027795              0
            2.6      35.927579              0      35.895134              0      35.960024              0
            2.8      41.703336              0      41.666708              0      41.739964              0
              3      43.150002              0      43.109107              0      43.190897              0
            3.2      20.215515              0      20.183761              0      20.247269              0
            3.4      10.954303              0      10.927913              0      10.980693              0
            3.6      6.4963927              0      6.4736431              0      6.5191423              0
            3.8      4.1145891              0      4.0935143              0      4.1356639              0
              4      2.5893435              0        2.57152              0       2.607167              0
            4.2      1.6803819              0      1.6656494              0      1.6951144              0
            4.4      1.1019659              0      1.0870454              0      1.1168864              0
            4.6     0.72269399              0     0.71124763              0     0.73414035              0
            4.8     0.47247003              0     0.46159029              0     0.48334977              0
              5     0.47247003              0     0.46159029              0     0.48334977              0
