#    dyHiggstop        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4    0.014083809              0    0.012074392              0    0.016093226              0
           -3.8    0.035309167              0    0.031671361              0    0.038946973              0
           -3.6     0.05296161              0    0.048280743              0    0.057642477              0
           -3.4      0.1109061              0     0.10367394              0     0.11813826              0
           -3.2     0.17298838              0      0.1668038              0     0.17917296              0
             -3     0.29373288              0     0.28240285              0     0.30506291              0
           -2.8     0.50538762              0     0.49403073              0     0.51674451              0
           -2.6     0.80363086              0     0.79138658              0     0.81587514              0
           -2.4      1.3127212              0      1.3004426              0      1.3249998              0
           -2.2      2.0152209              0      2.0018332              0      2.0286086              0
             -2      3.1609785              0      3.1452944              0      3.1766626              0
           -1.8      4.7812121              0      4.7649547              0      4.7974695              0
           -1.6      7.0884512              0      7.0703365              0      7.1065659              0
           -1.4      10.192111              0      10.171802              0       10.21242              0
           -1.2      14.249354              0      14.226158              0       14.27255              0
             -1      19.266506              0      19.240764              0      19.292248              0
           -0.8      24.955708              0      24.927322              0      24.984094              0
           -0.6      30.667355              0      30.635934              0      30.698776              0
           -0.4      35.478407              0      35.444313              0      35.512501              0
           -0.2      38.288594              0      38.252477              0      38.324711              0
              0      38.288303              0      38.251669              0      38.324937              0
            0.2        35.5279              0      35.493403              0      35.562397              0
            0.4      30.652453              0      30.620941              0      30.683965              0
            0.6       24.95726              0      24.928623              0      24.985897              0
            0.8      19.294579              0       19.26937              0      19.319788              0
              1       14.28271              0        14.2597              0       14.30572              0
            1.2      10.164879              0      10.144849              0      10.184909              0
            1.4      7.0458797              0      7.0284723              0      7.0632872              0
            1.6      4.8019144              0      4.7854443              0      4.8183845              0
            1.8      3.1838717              0      3.1676128              0      3.2001306              0
              2      2.0603744              0      2.0432334              0      2.0775154              0
            2.2       1.333896              0      1.3160884              0      1.3517036              0
            2.4     0.79427689              0     0.78433021              0     0.80422357              0
            2.6     0.50453687              0     0.49424551              0     0.51482824              0
            2.8     0.31675287              0     0.30638073              0     0.32712501              0
              3     0.16310311              0     0.15696592              0      0.1692403              0
            3.2     0.11991569              0     0.11085836              0     0.12897303              0
            3.4    0.060058808              0    0.055348657              0    0.064768959              0
            3.6    0.030082238              0    0.026515227              0    0.033649249              0
            3.8    0.016815626              0    0.014166836              0    0.019464416              0
              4    0.016815626              0    0.014166836              0    0.019464416              0
