#   R_yHiggstop        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      3.1463195              0      3.1311045              0      3.1615345              0
            0.2      8.8133171              0      8.7897128              0      8.8369214              0
            0.4      12.959544              0      12.933697              0      12.985391              0
            0.6       15.83524              0      15.808769              0      15.861711              0
            0.8      17.601953              0      17.575726              0       17.62818              0
              1      18.589709              0      18.564311              0      18.615107              0
            1.2      19.365911              0      19.341227              0      19.390595              0
            1.4      20.241113              0      20.216244              0      20.265982              0
            1.6      21.290993              0      21.266231              0      21.315755              0
            1.8      22.773286              0      22.747965              0      22.798607              0
              2      24.920421              0       24.89391              0      24.946932              0
            2.2      27.738114              0      27.710141              0      27.766087              0
            2.4      31.455582              0      31.424807              0      31.486357              0
            2.6      36.358548              0       36.32418              0      36.392916              0
            2.8      41.997425              0      41.959188              0      42.035662              0
              3      42.046806              0      42.005027              0      42.088585              0
            3.2      13.428584              0      13.398487              0      13.458681              0
            3.4      4.8321416              0       4.808232              0      4.8560512              0
            3.6      2.0695706              0      2.0468166              0      2.0923246              0
            3.8     0.88774566              0     0.87110001              0     0.90439131              0
              4     0.39512894              0     0.38223751              0     0.40802037              0
            4.2     0.18521318              0     0.17570567              0     0.19472069              0
            4.4    0.084161813              0    0.076771943              0    0.091551683              0
            4.6      0.0394975              0    0.035066618              0    0.043928382              0
            4.8     0.01886548              0     0.01568562              0     0.02204534              0
              5     0.01886548              0     0.01568562              0     0.02204534              0
