#    R_etattbar        central        num_err    min (scale)        num_err    max (scale)        num_err
              0     0.23906045              0     0.23651219              0     0.24160871              0
            0.2     0.73144893              0     0.72700825              0     0.73588961              0
            0.4      1.2555545              0      1.2497184              0      1.2613906              0
            0.6      1.8278707              0      1.8206559              0      1.8350855              0
            0.8      2.4540627              0      2.4456636              0      2.4624618              0
              1       3.198003              0      3.1885593              0      3.2074467              0
            1.2      4.1496916              0      4.1390583              0      4.1603249              0
            1.4      5.3857597              0      5.3737028              0      5.3978166              0
            1.6      7.1037375              0       7.090006              0       7.117469              0
            1.8      9.6205418              0      9.6046196              0       9.636464              0
              2      13.453011              0      13.434213              0      13.471809              0
            2.2      19.569213              0      19.546666              0       19.59176              0
            2.4      29.460999              0      29.433371              0      29.488627              0
            2.6      45.490491              0      45.456147              0      45.524835              0
            2.8      70.143315              0      70.100039              0      70.186591              0
              3      88.471384              0      88.419799              0      88.522969              0
            3.2      38.538512              0      38.499182              0      38.577842              0
            3.4       18.93633              0      18.904954              0      18.967706              0
            3.6       10.38275              0      10.356247              0      10.409253              0
            3.8      6.0376871              0      6.0149613              0      6.0604129              0
              4       3.650412              0      3.6298937              0      3.6709303              0
            4.2      2.2717794              0      2.2535157              0      2.2900431              0
            4.4      1.4595901              0       1.442756              0      1.4764242              0
            4.6     0.95029231              0     0.93543467              0     0.96514995              0
            4.8     0.66929321              0     0.65430194              0     0.68428448              0
              5     0.66929321              0     0.65430194              0     0.68428448              0
