# R_yttbarHiggs        central        num_err    min (scale)        num_err    max (scale)        num_err
              0              0              0              0              0              0              0
            0.2              0              0              0              0              0              0
            0.4              0              0              0              0              0              0
            0.6              0              0              0              0              0              0
            0.8              0              0              0              0              0              0
              1              0              0              0              0              0              0
            1.2              0              0              0              0              0              0
            1.4              0              0              0              0              0              0
            1.6              0              0              0              0              0              0
            1.8              0              0              0              0              0              0
              2              0              0              0              0              0              0
            2.2              0              0              0              0              0              0
            2.4              0              0              0              0              0              0
            2.6              0              0              0              0              0              0
            2.8              0              0              0              0              0              0
              3     -63.854736              0     -63.879761              0     -63.829711              0
            3.2     -3.0987434              0     -3.1100078              0      -3.087479              0
            3.4     0.19492318              0     0.19041449              0     0.19943187              0
            3.6      0.1097445              0      0.1074343              0      0.1120547              0
            3.8    0.042826681              0     0.04160934              0    0.044044022              0
              4    0.016670446              0    0.016038828              0    0.017302064              0
            4.2   0.0058336133              0   0.0055460689              0   0.0061211577              0
            4.4   0.0025596986              0   0.0024050026              0   0.0027143946              0
            4.6  0.00082614392              0  0.00075553549              0  0.00089675235              0
            4.8  0.00031046525              0  0.00027959288              0  0.00034133762              0
              5  0.00031046525              0  0.00027959288              0  0.00034133762              0
