#    masst+tbar        central        num_err    min (scale)        num_err    max (scale)        num_err
              0              0              0              0              0              0              0
             20              0              0              0              0              0              0
             40              0              0              0              0              0              0
             60              0              0              0              0              0              0
             80              0              0              0              0              0              0
            100              0              0              0              0              0              0
            120              0              0              0              0              0              0
            140              0              0              0              0              0              0
            160              0              0              0              0              0              0
            180              0              0              0              0              0              0
            200              0              0              0              0              0              0
            220              0              0              0              0              0              0
            240              0              0              0              0              0              0
            260              0              0              0              0              0              0
            280              0              0              0              0              0              0
            300              0              0              0              0              0              0
            320              0              0              0              0              0              0
            340    -0.65745309              0    -0.65766301              0    -0.65724317              0
            360   -0.087756585              0   -0.087818757              0   -0.087694413              0
            380   -0.022255393              0    -0.02228538              0   -0.022225406              0
            400  -0.0036458143              0  -0.0036626404              0  -0.0036289882              0
            420   0.0034400487              0   0.0034232382              0   0.0034568592              0
            440   0.0062623614              0   0.0062409588              0    0.006283764              0
            460   0.0072013855              0   0.0071761438              0   0.0072266272              0
            480   0.0072608456              0   0.0072331777              0   0.0072885135              0
            500   0.0069832302              0   0.0069541217              0   0.0070123387              0
            520   0.0064798576              0   0.0064505026              0   0.0065092126              0
            540   0.0059729425              0   0.0059433737              0   0.0060025113              0
            560   0.0054433394              0   0.0054143217              0   0.0054723571              0
            580   0.0049374835              0   0.0049090188              0   0.0049659482              0
            600   0.0043677395              0   0.0043401791              0   0.0043952999              0
            620   0.0039770087              0   0.0039502657              0   0.0040037517              0
            640   0.0035743725              0   0.0035483061              0   0.0036004389              0
            660   0.0032513921              0   0.0032256352              0    0.003277149              0
            680   0.0029051025              0   0.0028799078              0   0.0029302972              0
            700   0.0026174226              0   0.0025932098              0   0.0026416354              0
            720   0.0023822896              0   0.0023579192              0     0.00240666              0
            740   0.0021434783              0   0.0021202925              0   0.0021666641              0
            760   0.0019659536              0   0.0019415383              0   0.0019903689              0
            780    0.001751204              0   0.0017272179              0   0.0017751901              0
            800   0.0015617455              0   0.0015385501              0   0.0015849409              0
            820   0.0014791335              0   0.0014538081              0   0.0015044589              0
            840   0.0013678171              0   0.0013433939              0   0.0013922403              0
            860   0.0012141155              0    0.001190962              0    0.001237269              0
            880   0.0011025915              0   0.0010787504              0   0.0011264326              0
            900   0.0010291699              0   0.0010045105              0   0.0010538293              0
            920  0.00097311741              0  0.00094697489              0  0.00099925993              0
            940   0.0008194616              0  0.00079560522              0  0.00084331797              0
            960  0.00074924764              0  0.00072430043              0  0.00077419485              0
            980  0.00075183517              0  0.00072513104              0   0.0007785393              0
           1000  0.00075183517              0  0.00072513104              0   0.0007785393              0
