# R_etattbarHig        central        num_err    min (scale)        num_err    max (scale)        num_err
# gs
              0              0              0              0              0              0              0
            0.2              0              0              0              0              0              0
            0.4              0              0              0              0              0              0
            0.6              0              0              0              0              0              0
            0.8              0              0              0              0              0              0
              1              0              0              0              0              0              0
            1.2              0              0              0              0              0              0
            1.4              0              0              0              0              0              0
            1.6              0              0              0              0              0              0
            1.8              0              0              0              0              0              0
              2              0              0              0              0              0              0
            2.2              0              0              0              0              0              0
            2.4              0              0              0              0              0              0
            2.6              0              0              0              0              0              0
            2.8              0              0              0              0              0              0
              3     -8.9007313              0     -8.9126442              0     -8.8888184              0
            3.2     -49.898756              0     -49.921186              0     -49.876326              0
            3.4      -6.526371              0      -6.537102              0       -6.51564              0
            3.6    -0.88381128              0    -0.89068862              0    -0.87693394              0
            3.8    -0.16616551              0    -0.17123658              0    -0.16109444              0
              4   -0.043791393              0   -0.047659514              0   -0.039923272              0
            4.2   -0.020799844              0   -0.023898632              0   -0.017701056              0
            4.4   -0.025248528              0   -0.027604638              0   -0.022892418              0
            4.6   -0.022929178              0   -0.024909593              0   -0.020948763              0
            4.8   -0.015498495              0   -0.017217898              0   -0.013779092              0
              5   -0.015498495              0   -0.017217898              0   -0.013779092              0
