#    R_etattbar        central        num_err    min (scale)        num_err    max (scale)        num_err
              0     -5.1814762              0     -5.1937478              0     -5.1692046              0
            0.2     -4.7600724              0     -4.7669828              0      -4.753162              0
            0.4     -4.3964584              0     -4.4025973              0     -4.3903195              0
            0.6     -4.1069989              0     -4.1131858              0      -4.100812              0
            0.8     -3.8630938              0      -3.869369              0     -3.8568186              0
              1       -3.67264              0     -3.6782148              0     -3.6670652              0
            1.2     -3.5467346              0     -3.5525347              0     -3.5409345              0
            1.4     -3.4938923              0     -3.4992896              0      -3.488495              0
            1.6     -3.5310841              0      -3.537095              0     -3.5250732              0
            1.8      -3.638726              0      -3.645259              0      -3.632193              0
              2     -3.8130526              0     -3.8188656              0     -3.8072396              0
            2.2     -4.0974982              0     -4.1037803              0     -4.0912161              0
            2.4     -4.4335074              0      -4.440369              0     -4.4266458              0
            2.6     -4.7297569              0     -4.7381098              0      -4.721404              0
            2.8     -4.8088366              0      -4.818389              0     -4.7992842              0
              3     -3.7150805              0     -3.7270114              0     -3.7031496              0
            3.2    -0.41752674              0     -0.4251134              0    -0.40994008              0
            3.4    -0.12795411              0    -0.13316477              0    -0.12274345              0
            3.6   -0.079109575              0   -0.082832351              0   -0.075386799              0
            3.8   -0.054274211              0   -0.057060492              0    -0.05148793              0
              4   -0.036843045              0   -0.038993379              0   -0.034692711              0
            4.2   -0.023812538              0   -0.025508506              0    -0.02211657              0
            4.4   -0.018158099              0   -0.019411113              0   -0.016905085              0
            4.6   -0.011389467              0   -0.012433927              0   -0.010345007              0
            4.8   -0.007784343              0  -0.0086389854              0  -0.0069297006              0
              5   -0.007784343              0  -0.0086389854              0  -0.0069297006              0
