#     dphittbar        central        num_err    min (scale)        num_err    max (scale)        num_err
              0     -10.568671              0     -10.582881              0     -10.554461              0
            0.2     -6.0790344              0     -6.0863861              0     -6.0716827              0
            0.4     -4.6530223              0     -4.6594195              0     -4.6466251              0
            0.6     -3.9006927              0     -3.9067987              0     -3.8945867              0
            0.8     -3.4548727              0     -3.4606154              0       -3.44913              0
              1     -3.2104182              0     -3.2158971              0     -3.2049393              0
            1.2     -3.0924542              0     -3.0978605              0     -3.0870479              0
            1.4     -3.0790973              0     -3.0842872              0     -3.0739074              0
            1.6     -3.1625381              0       -3.16855              0     -3.1565262              0
            1.8     -3.3077269              0     -3.3135296              0     -3.3019242              0
              2     -3.5331068              0     -3.5389355              0     -3.5272781              0
            2.2     -3.8335522              0     -3.8399417              0     -3.8271627              0
            2.4     -4.1073884              0     -4.1146356              0     -4.1001412              0
            2.6     -4.2530379              0     -4.2622452              0     -4.2438306              0
            2.8      -3.987935              0     -3.9993359              0     -3.9765341              0
              3     -2.3560218              0     -2.3686752              0     -2.3433684              0
            3.2     -2.3560218              0     -2.3686752              0     -2.3433684              0
