#   R_yHiggstop        central        num_err    min (scale)        num_err    max (scale)        num_err
              0    -0.57721357              0    -0.58099271              0    -0.57343443              0
            0.2    -0.91880016              0      -0.923922              0    -0.91367832              0
            0.4    -0.97551414              0    -0.98085519              0    -0.97017309              0
            0.6     -1.0120169              0     -1.0173377              0     -1.0066961              0
            0.8     -1.0929193              0     -1.0982294              0     -1.0876092              0
              1     -1.2505847              0      -1.255782              0     -1.2453874              0
            1.2     -1.4614728              0     -1.4665962              0     -1.4563494              0
            1.4     -1.7716434              0     -1.7780037              0     -1.7652831              0
            1.6     -2.1630206              0     -2.1685387              0     -2.1575025              0
            1.8     -2.7394231              0     -2.7457003              0     -2.7331459              0
              2     -3.4993733              0     -3.5061619              0     -3.4925847              0
            2.2     -4.5772753              0     -4.5844661              0     -4.5700845              0
            2.4     -6.1254698              0     -6.1337368              0     -6.1172028              0
            2.6     -8.4590463              0     -8.4687573              0     -8.4493353              0
            2.8     -12.473546              0     -12.485189              0     -12.461903              0
              3     -17.069976              0     -17.086655              0     -17.053297              0
            3.2    -0.57604795              0      -0.581269              0     -0.5708269              0
            3.4    0.046768273              0    0.043933718              0    0.049602828              0
            3.6    0.050846717              0     0.04881335              0    0.052880084              0
            3.8    0.029393828              0     0.02797472              0    0.030812936              0
              4    0.016645804              0    0.015560796              0    0.017730812              0
            4.2    0.008962142              0   0.0082599175              0   0.0096643665              0
            4.4   0.0049859499              0   0.0044227193              0   0.0055491805              0
            4.6   0.0024050814              0   0.0020523883              0   0.0027577745              0
            4.8   0.0016934397              0   0.0014387526              0   0.0019481268              0
              5   0.0016934397              0   0.0014387526              0   0.0019481268              0
