#       etatbar        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4     -1.8569828              0     -1.8605373              0     -1.8534283              0
           -3.8     -1.8043674              0     -1.8080461              0     -1.8006887              0
           -3.6     -1.7115972              0     -1.7152383              0     -1.7079561              0
           -3.4     -1.5916855              0     -1.5953471              0     -1.5880239              0
           -3.2     -1.4526912              0      -1.456434              0     -1.4489484              0
             -3      -1.297947              0     -1.3017856              0     -1.2941084              0
           -2.8     -1.1473958              0     -1.1512076              0      -1.143584              0
           -2.6    -0.99641657              0     -1.0002464              0    -0.99258672              0
           -2.4    -0.85084948              0    -0.85469554              0    -0.84700342              0
           -2.2    -0.70468267              0    -0.70864393              0    -0.70072141              0
             -2    -0.57795044              0    -0.58178451              0    -0.57411637              0
           -1.8    -0.46978123              0    -0.47358105              0    -0.46598141              0
           -1.6     -0.3598957              0    -0.36380045              0    -0.35599095              0
           -1.4    -0.27365237              0    -0.27732716              0    -0.26997758              0
           -1.2    -0.20209722              0    -0.20573968              0    -0.19845476              0
             -1     -0.1476688              0    -0.15162508              0    -0.14371252              0
           -0.8    -0.10295762              0    -0.10649228              0   -0.099422955              0
           -0.6   -0.071835231              0   -0.075195937              0   -0.068474525              0
           -0.4   -0.047711096              0   -0.051384771              0   -0.044037421              0
           -0.2   -0.038610898              0   -0.042054092              0   -0.035167704              0
              0   -0.041303335              0   -0.044655777              0   -0.037950892              0
            0.2   -0.049941438              0   -0.053306738              0   -0.046576138              0
            0.4   -0.069029704              0    -0.07248592              0   -0.065573488              0
            0.6     -0.0926126              0   -0.096173904              0   -0.089051296              0
            0.8    -0.14020343              0    -0.14381773              0    -0.13658913              0
              1    -0.20117969              0    -0.20474808              0     -0.1976113              0
            1.2    -0.27271425              0    -0.27636765              0    -0.26906085              0
            1.4    -0.36213178              0    -0.36592806              0     -0.3583355              0
            1.6    -0.46111706              0    -0.46504266              0    -0.45719146              0
            1.8    -0.58493152              0    -0.58875901              0    -0.58110403              0
              2      -0.720019              0     -0.7237773              0     -0.7162607              0
            2.2     -0.8501799              0      -0.853978              0     -0.8463818              0
            2.4     -0.9939237              0    -0.99776294              0    -0.99008446              0
            2.6     -1.1481051              0     -1.1519486              0     -1.1442616              0
            2.8     -1.3096041              0     -1.3134976              0     -1.3057106              0
              3     -1.4547278              0     -1.4592743              0     -1.4501813              0
            3.2     -1.5964874              0      -1.600213              0     -1.5927618              0
            3.4     -1.7146047              0     -1.7182392              0     -1.7109702              0
            3.6     -1.8134786              0     -1.8176852              0      -1.809272              0
            3.8     -1.8630359              0     -1.8668892              0     -1.8591826              0
              4     -1.8630359              0     -1.8668892              0     -1.8591826              0
