#       dyttbar        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4   0.0033014322              0   0.0029485101              0   0.0036543543              0
           -3.8   0.0038435151              0   0.0034604952              0    0.004226535              0
           -3.6   0.0054643591              0   0.0049873333              0   0.0059413849              0
           -3.4   0.0076896439              0   0.0071129292              0   0.0082663586              0
           -3.2    0.010339267              0   0.0096829691              0    0.010995565              0
             -3    0.017991747              0    0.017012392              0    0.018971102              0
           -2.8    0.023864032              0    0.022685437              0    0.025042627              0
           -2.6    0.034036066              0    0.032678435              0    0.035393697              0
           -2.4    0.051024086              0    0.049365179              0    0.052682993              0
           -2.2    0.075451922              0    0.073589628              0    0.077314216              0
             -2     0.11476687              0      0.1123951              0     0.11713864              0
           -1.8     0.15885468              0     0.15633344              0     0.16137592              0
           -1.6      0.2168175              0     0.21399841              0     0.21963659              0
           -1.4     0.27190339              0     0.26867768              0      0.2751291              0
           -1.2     0.28376918              0     0.28017674              0     0.28736162              0
             -1     0.19674814              0     0.19275389              0     0.20074239              0
           -0.8    -0.18761186              0    -0.19199298              0    -0.18323074              0
           -0.6     -1.3366129              0     -1.3418068              0      -1.331419              0
           -0.4     -4.8325895              0     -4.8394593              0     -4.8257197              0
           -0.2      -28.40043              0     -28.417768              0     -28.383092              0
              0     -28.420622              0       -28.4382              0     -28.403044              0
            0.2     -4.8354392              0     -4.8423114              0      -4.828567              0
            0.4     -1.3406069              0     -1.3458822              0     -1.3353316              0
            0.6    -0.18910604              0    -0.19348331              0    -0.18472877              0
            0.8     0.19128771              0     0.18741258              0     0.19516284              0
              1     0.28906839              0     0.28554806              0     0.29258872              0
            1.2     0.26552584              0     0.26238944              0     0.26866224              0
            1.4     0.21261175              0     0.20974599              0     0.21547751              0
            1.6     0.15883416              0     0.15626828              0     0.16140004              0
            1.8     0.11109873              0     0.10880731              0     0.11339015              0
              2    0.079516942              0    0.077544838              0    0.081489046              0
            2.2    0.052883846              0    0.051275056              0    0.054492637              0
            2.4     0.03648557              0    0.034984615              0    0.037986525              0
            2.6    0.026065546              0    0.024819036              0    0.027312056              0
            2.8    0.016288372              0    0.015354407              0    0.017222337              0
              3    0.010966806              0    0.010257194              0    0.011676418              0
            3.2   0.0078992213              0   0.0073129664              0   0.0084854763              0
            3.4   0.0062050826              0   0.0057117857              0   0.0066983795              0
            3.6   0.0042818058              0    0.003840829              0   0.0047227826              0
            3.8   0.0035720981              0   0.0031691669              0   0.0039750293              0
              4   0.0035720981              0   0.0031691669              0   0.0039750293              0
