# R_etaHiggstop        central        num_err    min (scale)        num_err    max (scale)        num_err
              0   -0.048422097              0   -0.051110483              0   -0.045733711              0
            0.2    -0.18098259              0    -0.18499701              0    -0.17696817              0
            0.4    -0.33574689              0    -0.34029866              0    -0.33119512              0
            0.6    -0.52676888              0     -0.5314732              0    -0.52206456              0
            0.8    -0.72602211              0    -0.73077161              0    -0.72127261              0
              1     -0.9632557              0     -0.9680138              0     -0.9584976              0
            1.2     -1.2430553              0     -1.2481658              0     -1.2379448              0
            1.4     -1.5507523              0     -1.5569267              0     -1.5445779              0
            1.6     -1.9407035              0     -1.9462362              0     -1.9351708              0
            1.8     -2.4499658              0     -2.4556759              0     -2.4442557              0
              2     -3.1188611              0     -3.1258768              0     -3.1118454              0
            2.2     -4.0443751              0     -4.0512426              0     -4.0375076              0
            2.4      -5.336575              0     -5.3443737              0     -5.3287763              0
            2.6     -7.2113135              0     -7.2203669              0     -7.2022601              0
            2.8     -10.160897              0     -10.171801              0     -10.149993              0
              3     -14.741629              0      -14.75469              0     -14.728568              0
            3.2     -8.2829425              0      -8.296259              0      -8.269626              0
            3.4     -2.0072536              0     -2.0133178              0     -2.0011894              0
            3.6    -0.75921238              0    -0.76288636              0     -0.7555384              0
            3.8    -0.37099274              0    -0.37361462              0    -0.36837086              0
              4    -0.20310925              0    -0.20517687              0    -0.20104163              0
            4.2    -0.12425047              0    -0.12574499              0    -0.12275595              0
            4.4   -0.080519684              0   -0.081739448              0    -0.07929992              0
            4.6   -0.052930109              0   -0.053956608              0    -0.05190361              0
            4.8   -0.035371096              0   -0.036184227              0   -0.034557965              0
              5   -0.035371096              0   -0.036184227              0   -0.034557965              0
