#  R_yHiggstbar        central        num_err    min (scale)        num_err    max (scale)        num_err
              0    -0.57543084              0    -0.57929786              0    -0.57156382              0
            0.2    -0.91820323              0    -0.92319815              0    -0.91320831              0
            0.4    -0.97237555              0    -0.97806106              0    -0.96669004              0
            0.6      -1.015238              0     -1.0206034              0     -1.0098726              0
            0.8     -1.1066224              0     -1.1117837              0     -1.1014611              0
              1     -1.2580604              0     -1.2632742              0     -1.2528466              0
            1.2     -1.4685521              0     -1.4736283              0     -1.4634759              0
            1.4     -1.7773904              0     -1.7826304              0     -1.7721504              0
            1.6     -2.1781177              0     -2.1836617              0     -2.1725737              0
            1.8     -2.7304367              0     -2.7364249              0     -2.7244485              0
              2     -3.5036885              0     -3.5109906              0     -3.4963864              0
            2.2     -4.5710003              0     -4.5784099              0     -4.5635907              0
            2.4     -6.1205943              0     -6.1290669              0     -6.1121217              0
            2.6     -8.4558007              0     -8.4657706              0     -8.4458308              0
            2.8     -12.462336              0     -12.474046              0     -12.450626              0
              3     -17.053948              0     -17.070483              0     -17.037413              0
            3.2    -0.57430566              0    -0.57947372              0     -0.5691376              0
            3.4    0.046337462              0    0.043526636              0    0.049148288              0
            3.6    0.048722512              0    0.046760423              0    0.050684601              0
            3.8    0.029370244              0    0.028014184              0    0.030726304              0
              4    0.016944178              0    0.015928642              0    0.017959714              0
            4.2   0.0093854458              0   0.0085913581              0    0.010179534              0
            4.4    0.005485425              0    0.004961819              0    0.006009031              0
            4.6   0.0024502581              0   0.0021395062              0     0.00276101              0
            4.8   0.0018127563              0   0.0015370443              0   0.0020884683              0
              5   0.0018127563              0   0.0015370443              0   0.0020884683              0
