#      R_yttbar        central        num_err    min (scale)        num_err    max (scale)        num_err
              0     -9.4035008              0     -9.4175016              0        -9.3895              0
            0.2     -6.3379633              0     -6.3453741              0     -6.3305525              0
            0.4      -4.900559              0     -4.9070166              0     -4.8941014              0
            0.6     -4.0860294              0     -4.0921729              0     -4.0798859              0
            0.8     -3.5896687              0     -3.5954333              0     -3.5839041              0
              1     -3.2995917              0     -3.3050734              0       -3.29411              0
            1.2     -3.1558829              0     -3.1612748              0      -3.150491              0
            1.4     -3.1257459              0      -3.130905              0     -3.1205868              0
            1.6     -3.2077065              0     -3.2136698              0     -3.2017432              0
            1.8      -3.362446              0     -3.3681683              0     -3.3567237              0
              2     -3.5986801              0     -3.6043733              0     -3.5929869              0
            2.2     -3.9396891              0     -3.9458464              0     -3.9335318              0
            2.4     -4.3070747              0     -4.3138963              0     -4.3002531              0
            2.6     -4.6129696              0      -4.621419              0     -4.6045202              0
            2.8     -4.6733673              0     -4.6830244              0     -4.6637102              0
              3     -2.6775964              0     -2.6893654              0     -2.6658274              0
            3.2      1.0043212              0      0.9975418              0      1.0111006              0
            3.4      0.3817747              0     0.37715643              0     0.38639297              0
            3.6     0.15301217              0     0.14985909              0     0.15616525              0
            3.8    0.072921556              0    0.070632134              0    0.075210978              0
              4     0.03715066              0    0.035533238              0    0.038768082              0
            4.2    0.019593724              0    0.018527361              0    0.020660087              0
            4.4     0.01086537              0    0.010126498              0    0.011604242              0
            4.6   0.0070496475              0   0.0064931615              0   0.0076061335              0
            4.8   0.0047995815              0   0.0043613913              0   0.0052377717              0
              5   0.0047995815              0   0.0043613913              0   0.0052377717              0
