#          ytop        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4  0.00014483874              0  -6.060654e-05              0  0.00035028402              0
           -3.8  -0.0076826912              0  -0.0081919571              0  -0.0071734253              0
           -3.6    -0.10835037              0    -0.10943168              0    -0.10726906              0
           -3.4     -1.0655391              0     -1.0688945              0     -1.0621837              0
           -3.2     -1.9458939              0     -1.9504364              0     -1.9413514              0
             -3     -2.1187208              0     -2.1237044              0     -2.1137372              0
           -2.8     -2.1227202              0     -2.1277472              0     -2.1176932              0
           -2.6     -2.0976526              0      -2.103827              0     -2.0914782              0
           -2.4     -2.0636133              0     -2.0692198              0     -2.0580068              0
           -2.2     -2.0368963              0     -2.0422588              0     -2.0315338              0
             -2     -1.9941239              0     -1.9994204              0     -1.9888274              0
           -1.8     -1.9950565              0     -2.0008944              0     -1.9892186              0
           -1.6     -1.9761208              0     -1.9816321              0     -1.9706095              0
           -1.4     -1.9714249              0     -1.9773154              0     -1.9655344              0
           -1.2     -1.9698982              0     -1.9754966              0     -1.9642998              0
             -1      -1.960835              0      -1.966655              0      -1.955015              0
           -0.8     -1.9501523              0     -1.9556581              0     -1.9446465              0
           -0.6       -1.95199              0     -1.9575651              0     -1.9464149              0
           -0.4     -1.9521386              0     -1.9582334              0     -1.9460438              0
           -0.2     -1.9662522              0     -1.9719859              0     -1.9605185              0
              0     -1.9607844              0     -1.9666252              0     -1.9549436              0
            0.2     -1.9567024              0     -1.9622651              0     -1.9511397              0
            0.4     -1.9484705              0     -1.9541209              0     -1.9428201              0
            0.6     -1.9532569              0     -1.9593685              0     -1.9471453              0
            0.8     -1.9690376              0     -1.9750388              0     -1.9630364              0
              1     -1.9708326              0     -1.9766754              0     -1.9649898              0
            1.2     -1.9733104              0     -1.9789937              0     -1.9676271              0
            1.4      -1.987572              0     -1.9936377              0     -1.9815063              0
            1.6     -2.0045099              0     -2.0101518              0      -1.998868              0
            1.8     -2.0101069              0     -2.0156464              0     -2.0045674              0
              2     -2.0447165              0     -2.0501194              0     -2.0393136              0
            2.2     -2.0730038              0     -2.0788368              0     -2.0671708              0
            2.4     -2.0991984              0      -2.104882              0     -2.0935148              0
            2.6     -2.1269196              0     -2.1320619              0     -2.1217773              0
            2.8     -2.1140792              0     -2.1202913              0     -2.1078671              0
              3     -1.9579328              0     -1.9628266              0      -1.953039              0
            3.2     -1.0596946              0      -1.062931              0     -1.0564582              0
            3.4     -0.1081173              0    -0.10924968              0    -0.10698492              0
            3.6  -0.0076569329              0   -0.008110801              0  -0.0072030648              0
            3.8  0.00074063335              0  0.00037257883              0   0.0011086879              0
              4  0.00074063335              0  0.00037257883              0   0.0011086879              0
