# detaHiggstbar        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4   -0.025806528              0   -0.026537682              0   -0.025075374              0
           -3.8   -0.035397294              0   -0.036275276              0   -0.034519312              0
           -3.6   -0.049683884              0   -0.050671245              0   -0.048696523              0
           -3.4   -0.068549514              0   -0.069604807              0   -0.067494221              0
           -3.2   -0.093057848              0   -0.094305948              0   -0.091809748              0
             -3    -0.12789501              0    -0.12938046              0    -0.12640956              0
           -2.8     -0.1777368              0    -0.17948988              0    -0.17598372              0
           -2.6    -0.25223687              0       -0.25432              0    -0.25015374              0
           -2.4    -0.36605673              0    -0.36854521              0    -0.36356825              0
           -2.2    -0.51666569              0     -0.5194952              0    -0.51383618              0
             -2    -0.76641104              0    -0.76975358              0     -0.7630685              0
           -1.8     -1.1158698              0     -1.1198832              0     -1.1118564              0
           -1.6     -1.6645816              0      -1.669349              0     -1.6598142              0
           -1.4     -2.4752169              0     -2.4808772              0     -2.4695566              0
           -1.2     -3.6924091              0      -3.700962              0     -3.6838562              0
             -1     -4.3612552              0     -4.3695194              0      -4.352991              0
           -0.8     -4.3749016              0     -4.3828054              0     -4.3669978              0
           -0.6     -4.3770889              0     -4.3854919              0     -4.3686859              0
           -0.4     -4.3347352              0     -4.3426189              0     -4.3268515              0
           -0.2     -4.3152708              0     -4.3231352              0     -4.3074064              0
              0     -4.3058365              0     -4.3140556              0     -4.2976174              0
            0.2     -4.3455288              0     -4.3534434              0     -4.3376142              0
            0.4     -4.3593801              0     -4.3674567              0     -4.3513035              0
            0.6     -4.3935956              0     -4.4013014              0     -4.3858898              0
            0.8     -4.3799235              0     -4.3885107              0     -4.3713363              0
              1     -3.6960488              0      -3.704119              0     -3.6879786              0
            1.2     -2.4808321              0     -2.4866648              0     -2.4749994              0
            1.4     -1.6743941              0     -1.6798066              0     -1.6689816              0
            1.6     -1.1203823              0     -1.1243391              0     -1.1164255              0
            1.8    -0.75976077              0    -0.76342873              0    -0.75609281              0
              2    -0.52246565              0     -0.5258332              0     -0.5190981              0
            2.2     -0.3612472              0    -0.36382558              0    -0.35866882              0
            2.4    -0.25449675              0    -0.25657093              0    -0.25242257              0
            2.6    -0.18082204              0    -0.18265137              0    -0.17899271              0
            2.8    -0.12973713              0    -0.13134498              0    -0.12812928              0
              3   -0.093097614              0   -0.094370241              0   -0.091824987              0
            3.2   -0.066135077              0   -0.067258474              0    -0.06501168              0
            3.4   -0.046585631              0   -0.047578537              0   -0.045592725              0
            3.6   -0.036514285              0   -0.037286432              0   -0.035742138              0
            3.8    -0.02664635              0    -0.02734659              0    -0.02594611              0
              4    -0.02664635              0    -0.02734659              0    -0.02594611              0
