#    dyHiggstop        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4  0.00084189143              0  0.00070485807              0  0.00097892479              0
           -3.8   0.0019386571              0   0.0016757002              0    0.002201614              0
           -3.6   0.0034006598              0   0.0029981894              0   0.0038031302              0
           -3.4   0.0053054394              0   0.0047485405              0   0.0058623383              0
           -3.2   0.0066613755              0    0.006158187              0    0.007164564              0
             -3    0.010935815              0    0.010216191              0    0.011655439              0
           -2.8    0.017720191              0    0.016764303              0    0.018676079              0
           -2.6    0.022368522              0    0.021436697              0    0.023300347              0
           -2.4    0.033818527              0    0.032722667              0    0.034914387              0
           -2.2    0.047636707              0    0.046204392              0    0.049069022              0
             -2     0.06169163              0    0.060111005              0    0.063272255              0
           -1.8    0.073555549              0    0.071598644              0    0.075512454              0
           -1.6    0.070473329              0    0.068128522              0    0.072818136              0
           -1.4    0.020990472              0    0.018157143              0    0.023823801              0
           -1.2    -0.12754636              0    -0.13101939              0    -0.12407333              0
             -1    -0.50222906              0    -0.50645028              0    -0.49800784              0
           -0.8     -1.3372292              0      -1.342559              0     -1.3318994              0
           -0.6     -3.1496022              0     -3.1564149              0     -3.1427895              0
           -0.4     -7.1977227              0      -7.206963              0     -7.1884824              0
           -0.2     -21.363816              0     -21.380501              0     -21.347131              0
              0     -21.357522              0     -21.373859              0     -21.341185              0
            0.2     -7.2033049              0     -7.2122336              0     -7.1943762              0
            0.4     -3.1330069              0     -3.1402003              0     -3.1258135              0
            0.6     -1.3360216              0     -1.3413845              0     -1.3306587              0
            0.8    -0.49707542              0     -0.5014035              0    -0.49274734              0
              1     -0.1397225              0    -0.14307341              0    -0.13637159              0
            1.2    0.017640095              0    0.014866109              0    0.020414081              0
            1.4    0.067934295              0    0.065698124              0    0.070170466              0
            1.6    0.074668288              0    0.072640207              0    0.076696369              0
            1.8    0.064945695              0    0.063152545              0    0.066738845              0
              2    0.049351649              0    0.047934449              0    0.050768849              0
            2.2    0.036688986              0    0.035318264              0    0.038059708              0
            2.4    0.024452022              0    0.023417559              0    0.025486485              0
            2.6    0.017965879              0    0.016990786              0    0.018940972              0
            2.8    0.010935337              0    0.010231706              0    0.011638968              0
              3   0.0074940423              0    0.006870622              0   0.0081174626              0
            3.2   0.0048502439              0   0.0043615994              0   0.0053388884              0
            3.4    0.003033449              0   0.0026832831              0   0.0033836149              0
            3.6   0.0021348449              0    0.001840829              0   0.0024288608              0
            3.8   0.0013744603              0   0.0011304455              0   0.0016184751              0
              4   0.0013744603              0   0.0011304455              0   0.0016184751              0
