#  dphiHiggstop        central        num_err    min (scale)        num_err    max (scale)        num_err
              0    -0.72034816              0    -0.72626158              0    -0.71443474              0
            0.2     -0.7649496              0    -0.77056265              0    -0.75933655              0
            0.4    -0.83303638              0    -0.83831782              0    -0.82775494              0
            0.6    -0.93685228              0    -0.94190189              0    -0.93180267              0
            0.8     -1.0796639              0     -1.0846114              0     -1.0747164              0
              1     -1.2655482              0     -1.2705048              0     -1.2605916              0
            1.2     -1.4946043              0     -1.4995828              0     -1.4896258              0
            1.4     -1.8158998              0     -1.8221885              0     -1.8096111              0
            1.6      -2.228324              0     -2.2337633              0     -2.2228847              0
            1.8     -2.8046085              0     -2.8109224              0     -2.7982946              0
              2     -3.5868586              0      -3.593703              0     -3.5800142              0
            2.2     -4.6795223              0     -4.6868377              0     -4.6722069              0
            2.4     -6.2712821              0     -6.2797895              0     -6.2627747              0
            2.6      -8.688256              0     -8.6983293              0     -8.6781827              0
            2.8     -12.927403              0     -12.939493              0     -12.915313              0
              3     -16.482413              0     -16.499264              0     -16.465562              0
            3.2     -16.482413              0     -16.499264              0     -16.465562              0
