#         ytbar        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4  0.00051630859              0  0.00025796162              0  0.00077465556              0
           -3.8  -0.0072251469              0  -0.0077050134              0  -0.0067452804              0
           -3.6    -0.10624224              0    -0.10738034              0    -0.10510414              0
           -3.4     -1.0658802              0     -1.0692249              0     -1.0625355              0
           -3.2      -1.945403              0      -1.949994              0      -1.940812              0
             -3     -2.1243841              0     -2.1293763              0     -2.1193919              0
           -2.8     -2.1177891              0     -2.1228326              0     -2.1127456              0
           -2.6     -2.1021508              0      -2.108296              0     -2.0960056              0
           -2.4     -2.0596667              0     -2.0652848              0     -2.0540486              0
           -2.2     -2.0298758              0     -2.0352473              0     -2.0245043              0
             -2     -1.9945806              0      -1.999911              0     -1.9892502              0
           -1.8     -1.9946399              0     -2.0004469              0     -1.9888329              0
           -1.6     -1.9708792              0     -1.9763589              0     -1.9653995              0
           -1.4     -1.9738002              0     -1.9797029              0     -1.9678975              0
           -1.2     -1.9632637              0     -1.9689985              0     -1.9575289              0
             -1     -1.9683832              0     -1.9741449              0     -1.9626215              0
           -0.8     -1.9621556              0     -1.9676404              0     -1.9566708              0
           -0.6     -1.9606512              0     -1.9661178              0     -1.9551846              0
           -0.4     -1.9502841              0     -1.9564065              0     -1.9441617              0
           -0.2     -1.9605726              0     -1.9663556              0     -1.9547896              0
              0     -1.9637838              0     -1.9695867              0     -1.9579809              0
            0.2     -1.9553835              0     -1.9609728              0     -1.9497942              0
            0.4     -1.9488208              0     -1.9543863              0     -1.9432553              0
            0.6      -1.952957              0     -1.9590929              0     -1.9468211              0
            0.8     -1.9673938              0     -1.9733895              0     -1.9613981              0
              1     -1.9763782              0     -1.9821144              0      -1.970642              0
            1.2     -1.9665881              0     -1.9722975              0     -1.9608787              0
            1.4      -1.987053              0     -1.9931165              0     -1.9809895              0
            1.6     -1.9974209              0     -2.0031035              0     -1.9917383              0
            1.8     -2.0190858              0     -2.0246091              0     -2.0135625              0
              2     -2.0435976              0     -2.0490304              0     -2.0381648              0
            2.2     -2.0723275              0     -2.0781352              0     -2.0665198              0
            2.4     -2.0991382              0     -2.1048792              0     -2.0933972              0
            2.6     -2.1230444              0     -2.1281781              0     -2.1179107              0
            2.8     -2.1133049              0     -2.1195329              0     -2.1070769              0
              3     -1.9576369              0     -1.9625354              0     -1.9527384              0
            3.2     -1.0625446              0     -1.0657975              0     -1.0592917              0
            3.4    -0.10869738              0    -0.10979691              0    -0.10759785              0
            3.6  -0.0077237423              0  -0.0081825025              0  -0.0072649821              0
            3.8  0.00027393583              0    4.29143e-05              0  0.00050495736              0
              4  0.00027393583              0    4.29143e-05              0  0.00050495736              0
