#        yHiggs        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4   -0.015473228              0   -0.015909868              0   -0.015036588              0
           -3.8   -0.075026746              0   -0.075873988              0   -0.074179504              0
           -3.6    -0.27811241              0     -0.2797955              0    -0.27642932              0
           -3.4     -1.1049966              0     -1.1083771              0     -1.1016161              0
           -3.2     -1.8227685              0     -1.8273739              0     -1.8181631              0
             -3     -2.0299833              0     -2.0347667              0     -2.0251999              0
           -2.8     -2.0678704              0     -2.0727376              0     -2.0630032              0
           -2.6     -2.0747679              0     -2.0809409              0     -2.0685949              0
           -2.4     -2.0605777              0     -2.0662119              0     -2.0549435              0
           -2.2     -2.0227504              0     -2.0281399              0     -2.0173609              0
             -2     -1.9982828              0     -2.0036692              0     -1.9928964              0
           -1.8     -1.9996945              0     -2.0054541              0     -1.9939349              0
           -1.6      -1.982302              0     -1.9878822              0     -1.9767218              0
           -1.4     -1.9725359              0     -1.9785594              0     -1.9665124              0
           -1.2      -1.957248              0     -1.9628347              0     -1.9516613              0
             -1      -1.966138              0     -1.9718417              0     -1.9604343              0
           -0.8     -1.9536004              0     -1.9591551              0     -1.9480457              0
           -0.6     -1.9587024              0     -1.9641982              0     -1.9532066              0
           -0.4      -1.960412              0     -1.9662027              0     -1.9546213              0
           -0.2     -1.9497236              0      -1.955465              0     -1.9439822              0
              0     -1.9587176              0     -1.9648035              0     -1.9526317              0
            0.2     -1.9544823              0     -1.9600443              0     -1.9489203              0
            0.4     -1.9519625              0     -1.9576473              0     -1.9462777              0
            0.6     -1.9563748              0     -1.9625353              0     -1.9502143              0
            0.8     -1.9582262              0      -1.964127              0     -1.9523254              0
              1     -1.9697907              0     -1.9756403              0     -1.9639411              0
            1.2     -1.9846764              0     -1.9908108              0      -1.978542              0
            1.4     -1.9825406              0     -1.9881137              0     -1.9769675              0
            1.6     -2.0067825              0     -2.0127189              0     -2.0008461              0
            1.8     -2.0120844              0     -2.0176548              0      -2.006514              0
              2     -2.0300761              0      -2.035547              0     -2.0246052              0
            2.2     -2.0665897              0     -2.0721211              0     -2.0610583              0
            2.4     -2.0770491              0     -2.0827394              0     -2.0713588              0
            2.6     -2.0828602              0     -2.0879678              0     -2.0777526              0
            2.8     -2.0365724              0     -2.0427486              0     -2.0303962              0
              3     -1.8298394              0     -1.8345524              0     -1.8251264              0
            3.2     -1.0981541              0     -1.1013732              0      -1.094935              0
            3.4    -0.27827524              0    -0.27993236              0    -0.27661812              0
            3.6   -0.072852712              0   -0.073741424              0      -0.071964              0
            3.8   -0.015692817              0   -0.016114385              0   -0.015271249              0
              4   -0.015692817              0   -0.016114385              0   -0.015271249              0
