#     dphittbar        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      45.457509     0.24117581      40.665175     0.19314172      50.386602      0.3528069
            0.2      43.881593     0.13154798      39.661427     0.12583096      47.859832     0.31688935
            0.4      45.083403     0.12422073      40.938049     0.11951503      48.984633     0.16697732
            0.6      47.629162     0.12761626      43.272728     0.11410866      51.757187     0.16783855
            0.8      51.535161     0.13016691      46.990675     0.13988218      55.736522     0.17466745
              1      56.990065     0.15377469      52.266622     0.13688901      61.660782     0.18564382
            1.2      64.993241     0.14960546      59.785619     0.15722124      69.896131      0.2028681
            1.4      76.289579     0.15632685      70.510381     0.15426939      81.417303     0.21247472
            1.6      92.006596     0.17086623      85.395987     0.17246249      97.589159     0.23396612
            1.8      114.44616     0.20011578      106.86913     0.18235414      120.51168     0.26189342
              2      146.54425     0.21744062      138.04863     0.21566341      153.45335     0.30060592
            2.2      192.39437      0.2726899      182.05943      0.4266427       200.2287     0.34329774
            2.4      256.67552     0.28372302      245.03342      0.2920761      264.89718     0.40035542
            2.6      342.16041     0.38759226      328.44426     0.32143542      351.02783     0.47586208
            2.8      437.97588     0.37158981       422.1049     0.38340527      447.73403     0.54345827
              3      353.02848     0.36409485      340.97789     0.41499997      359.95806     0.50789785
            3.2      353.02848     0.36409485      340.97789     0.41499997      359.95806     0.50789785
