#  dphiHiggstop        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      112.86973      0.1968549      105.76029     0.17953678      118.12749      0.3679816
            0.2      111.61652     0.22474887      104.89421     0.24979679      116.59984      0.2684721
            0.4      110.81851     0.19750651      103.98345     0.22422401       115.9847     0.27932014
            0.6      110.15067     0.18603203      103.56799     0.17621603      115.15986     0.26767935
            0.8      110.76573     0.18844576      104.29341     0.18793324      115.86558     0.26115005
              1      112.38182     0.22138571      105.77997     0.20442952      117.27127     0.26560368
            1.2       116.0919     0.19861513        109.361     0.17987928      121.34117     0.26550762
            1.4       121.7935     0.21648755      115.06443     0.19362466       126.8348     0.30842956
            1.6      129.82726     0.28197724      122.79266     0.19334669      135.84197     0.29312994
            1.8       140.7474      0.2209636      133.22494     0.20482176      146.42456     0.30117364
              2      155.60147      0.2274334      147.87456     0.26062818      161.69501     0.32005491
            2.2      173.95847     0.24853926      165.01623     0.40222972      180.68909     0.34299542
            2.4      197.09843     0.26905098      187.81584     0.28074873      204.10081     0.37238831
            2.6      223.86321     0.29099047      213.43171     0.30642005      232.02425     0.42808464
            2.8       250.6235     0.31139716      239.61371      0.3328481      259.63987     0.43123048
              3      188.88323     0.26848498       180.5499     0.25526955      195.49872     0.39093504
            3.2      188.88323     0.26848498       180.5499     0.25526955      195.49872     0.39093504
