#        etatop        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4      4.5538029    0.044094765      4.2443799    0.040914599      4.8533832     0.06375285
           -3.8      6.5004971    0.055780012      6.1637261    0.060747112      6.9291693    0.074900812
           -3.6      9.1844529    0.062219871       8.702262     0.06073398      9.8793569    0.091005025
           -3.4        12.9909    0.084096744      12.190122     0.08918729      13.854325     0.11038374
           -3.2      17.943014     0.14576826      16.704419     0.17197704      18.954416     0.13691691
             -3      23.861088    0.096787797      22.409046    0.089139465      25.342887     0.13795363
           -2.8      31.080057     0.20241857      29.389385     0.14535303      33.005361     0.15158626
           -2.6      39.970522     0.12284648       37.75287     0.13079914      42.172118     0.18890381
           -2.4      49.327482     0.14479257      46.513881     0.12678398      51.798256      0.1926813
           -2.2      59.123712     0.15534199      55.945872     0.14254174      61.825788     0.22216035
             -2      69.329176     0.15700233      65.410862     0.14257408      72.700872     0.21985912
           -1.8      78.250579     0.16071676      74.104797      0.1548965      81.610838      0.2242423
           -1.6       86.27385     0.16886314      81.814214     0.16048355      89.697835     0.23536771
           -1.4      92.479143     0.17412813      87.723734     0.16218183      96.053479     0.24637846
           -1.2      97.032361     0.18372215      92.181061     0.17426234      100.42656      0.2616447
             -1      99.215823     0.17764679      94.280251     0.16836357      102.64134     0.24600635
           -0.8      99.831789     0.17881231      94.956177     0.17215655      103.05975     0.24402141
           -0.6      99.995692     0.17523308      95.089324     0.16387287      103.24829     0.24216847
           -0.4      98.931841     0.17579394      94.140846     0.16305496      101.75188     0.33792668
           -0.2      98.503474     0.17594623      93.773628     0.17011555      101.54477     0.24232793
              0      98.672307     0.17704614      93.894823     0.16706235      101.73962     0.24549591
            0.2      99.372341     0.18329283      94.560425     0.17113181       102.5888     0.24744392
            0.4      99.383176     0.18465368      94.547125     0.17153618      102.56564     0.26281045
            0.6      99.861858     0.19412146      94.724293     0.16228953      103.51843     0.27633553
            0.8      99.000361      0.1933306      94.093922     0.18516415      102.45423     0.26559071
              1      96.690022     0.17612883       91.89023     0.17023047       100.0495      0.2540922
            1.2      92.502822     0.17176504      87.712864     0.15900852      96.158476     0.24011985
            1.4      86.257442     0.17008579      81.674923     0.15695724      89.905368     0.23823387
            1.6      78.218511     0.16645638       74.12784     0.16204855      81.465897      0.2356551
            1.8      69.387106     0.16358743      65.481422     0.15374118       72.76337     0.22688503
              2      59.264676     0.15884371      56.101489     0.22053895      62.150496     0.22077328
            2.2      49.361778     0.13816643      46.515764     0.13688876      51.864575     0.20152361
            2.4      39.775259     0.12208452      37.434782     0.13060804      41.904548     0.17423116
            2.6      31.295456     0.11809114      29.420555     0.10674357      33.125497     0.17730181
            2.8      23.625722     0.10170818      22.199705    0.095314027      24.894918     0.15551491
              3      17.669841    0.095974441      16.239256      0.3392266       18.75451     0.13944002
            3.2       12.88543    0.089242005      12.065976    0.075544487      13.635253     0.12171433
            3.4      9.2558266    0.082286603      8.6330341    0.080823588       9.923027    0.094622524
            3.6      6.4666489    0.060210663      6.0868337    0.061155847      6.8314874    0.086867637
            3.8      4.4195972     0.11082914      4.1034844      0.1555056      4.8084893    0.071873906
              4      4.4195972     0.11082914      4.1034844      0.1555056      4.8084893    0.071873906
