#   dyHiggstbar        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4     0.16874323   0.0082454659     0.14562573   0.0063782148     0.19302976    0.012903359
           -3.8     0.33255329    0.010448753     0.28774239   0.0087419862     0.38695036    0.014988229
           -3.6     0.54744048     0.01495298     0.49178816    0.016553622     0.60208563    0.020400545
           -3.4     0.93641726    0.022461932     0.84956979    0.022112676      1.0202039    0.027154879
           -3.2      1.5463482    0.023644735      1.3755831    0.021553718      1.7167081    0.032469667
             -3      2.5888472     0.02963642      2.3329657    0.026754072      2.8594899    0.041139858
           -2.8      4.1480218    0.040290966      3.7767137    0.041273207      4.5196631    0.053380752
           -2.6       6.265179    0.046737723      5.7253838    0.041768278      6.7642806    0.066334742
           -2.4       9.649181    0.058187217      8.9069588    0.055504716      10.312959    0.081014044
           -2.2      14.545529    0.070928715      13.471293    0.063860218      15.520552    0.098671548
             -2      21.471546      0.1017516      20.017958    0.081960409       22.50613     0.12025896
           -1.8      31.233613     0.11433399      29.395659     0.13078615      32.628279     0.15166864
           -1.6      44.664103     0.12848144      42.230235     0.12541769      46.371683     0.17339289
           -1.4      62.940939     0.14462784      59.601874     0.13483137      65.374928     0.20347681
           -1.2      86.686353     0.19741176      82.370841     0.16972133      89.968678     0.23810956
             -1      116.04814     0.22744771        110.298      0.1970847      120.42938     0.31500022
           -0.8      149.72129     0.23066251      142.30405     0.21636786      155.21132     0.33079911
           -0.6      184.65764     0.26599056      175.20681     0.27513336      191.71024     0.37241806
           -0.4       214.2598     0.27145693      203.38263     0.28029972      222.58419     0.44883871
           -0.2      230.95523     0.36335499      219.04729     0.26895347      240.21372     0.41081835
              0      230.68233     0.27012153      219.10984     0.26070844      239.84843     0.38714506
            0.2      213.56244     0.27012529      203.04496     0.30022684      221.91968     0.37809889
            0.4      184.45612     0.25180916       175.1814     0.27093557      191.83446      0.3471416
            0.6      149.68645     0.22459202      142.16834     0.20965181      155.44308     0.33331106
            0.8      116.04722     0.20562418      110.43679     0.25133016      120.18201     0.29410708
              1      86.958281      0.1804792      82.470503     0.23280247      90.230734     0.24780368
            1.2      63.184405     0.14902065      59.392764      0.3612905      65.663788     0.20270321
            1.4       44.81064     0.12291004      42.321645     0.12057229      46.835702     0.17137924
            1.6      31.390569     0.10469049      29.512096     0.10306192      32.854925     0.14632555
            1.8      21.526985    0.090953188      20.152845    0.086188353      22.654427     0.12232623
              2      14.574775    0.071102076      13.543018    0.068958028      15.488812    0.099535335
            2.2      9.7534493    0.060701977      8.9947472    0.060053225      10.489071    0.081755664
            2.4      6.4112459    0.047820649      5.8557844    0.044516505      6.9797838    0.065039826
            2.6      4.0952463    0.040920133      3.7210119    0.038383432      4.4459442    0.053213351
            2.8      2.5787866    0.031208035      2.3330617    0.027271474      2.8513557    0.044392966
              3      1.5786428    0.024125417      1.4165148    0.020745685      1.7494566    0.035237028
            3.2      0.9825807    0.019034618     0.87503488    0.017472741      1.1048158    0.025856662
            3.4     0.56544289    0.015868201     0.51343718    0.017657975     0.61485504    0.022166814
            3.6     0.34300869     0.01049959      0.2977338   0.0087814248     0.39828566    0.015290338
            3.8     0.17905995   0.0079930984      0.1555761    0.007129684     0.20825501    0.011106957
              4     0.17905995   0.0079930984      0.1555761    0.007129684     0.20825501    0.011106957
