#  R_yHiggstbar        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      20.507929    0.079436922      19.255739    0.072487669      21.482733     0.10923772
            0.2      57.163005     0.13190075      53.650124     0.12025922      59.705066     0.30077625
            0.4      84.823647     0.16545891      79.681847     0.15787611      88.635877     0.23070493
            0.6      102.83812     0.18366991      96.712687     0.17769557       107.5379     0.25835779
            0.8      113.45986     0.19703422      107.04513     0.23496059      118.44884     0.28312292
              1      119.95086     0.20485379      112.98289     0.19120902      125.23918     0.28698796
            1.2      124.18894     0.20755359      117.26517     0.19118479      129.14702     0.27674952
            1.4      129.32744     0.21715959      121.81212     0.23647824      134.97429     0.31802751
            1.6      134.40864        0.21519      127.07694     0.20208247      140.00729     0.30694727
            1.8      142.56338     0.26898509      135.03341      0.2097027      148.55979     0.30093352
              2      153.69199      0.2274317      145.64167     0.42332849      159.81308     0.31677202
            2.2      169.23832     0.26945442      160.42852     0.23047437      175.70753     0.33406811
            2.4      188.92263     0.27927607      179.72925     0.24455062      196.25346     0.35881203
            2.6      213.00132     0.29982343      202.95569     0.31841404      220.67552     0.39140007
            2.8      239.59277     0.30073448      228.92027     0.31756381      248.40279     0.42090909
              3      234.95143     0.30547945      224.44662     0.29290056      243.01603     0.44709043
            3.2        79.8685     0.17225917      75.911647     0.19109139      82.981369     0.24034282
            3.4      31.496999     0.10549455      29.577539    0.097731794      33.138873     0.15070654
            3.6      14.295207    0.073506819      13.228381     0.06924327      15.356549     0.10074646
            3.8      6.6902615    0.052298463      6.1373903     0.04975222      7.2853798    0.070252513
              4      3.2666653    0.037434399      2.9856172    0.037028589      3.5433638      0.0494741
            4.2      1.5132484    0.023464293      1.3656895     0.02077009       1.680118    0.034501084
            4.4     0.73260235    0.016041427     0.65959333    0.015320403     0.82253092    0.023262218
            4.6     0.32373582    0.021555684     0.28666485    0.015569106     0.36552695    0.034746324
            4.8     0.15045127   0.0081578396     0.12930457   0.0066737112     0.17964649    0.012536307
              5     0.15045127   0.0081578396     0.12930457   0.0066737112     0.17964649    0.012536307
