# R_etaHiggstop        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      13.216701    0.063245672      12.384013    0.057708369        13.8474    0.087737728
            0.2      38.111347     0.11343801      35.917545     0.18789365      39.876212     0.16103417
            0.4      58.537551     0.13355793      54.941556     0.12736749      61.193692     0.18624029
            0.6      74.965954     0.15801598      70.567662     0.16162029      78.262716     0.22136394
            0.8      87.920338     0.17586869      82.721247     0.16229466      91.996921     0.25293394
              1       98.56353     0.23659639      92.607623     0.20249041      102.64181     0.25272364
            1.2       107.2989     0.18421963      101.09053     0.21679087      112.03857     0.25834551
            1.4      115.86214     0.19787325      109.46182     0.18332594       120.5373     0.26753911
            1.6      125.03035     0.26099738      118.29498     0.19136954      130.46754      0.2881093
            1.8      136.14178     0.23996061      128.86023      0.2018586      141.64811     0.38557577
              2      148.87365      0.2215476      141.04039     0.21199596      154.74498     0.30740636
            2.2      164.94312     0.23527058      156.76948     0.23162732      171.07073     0.33202585
            2.4      185.20564     0.26108276      176.27353     0.24664997      191.85642     0.35505629
            2.6      210.35602     0.27370954      200.18892      0.4451064      217.67674     0.38296443
            2.8      237.86518     0.30182726      227.34862     0.35709558      246.25855     0.41961891
              3       241.4658      0.2983481      230.60623      0.2857865      249.85136      0.4237395
            3.2      119.45691     0.22046432      113.49634      0.2076608      124.20168      0.3118078
            3.4      68.489582     0.16073832      64.642896      0.1537383      71.740781     0.22469902
            3.6      43.207201     0.13047165       40.69401     0.12055352      45.374953     0.17841632
            3.8       28.57271     0.10002223      26.757346    0.092080855      30.179298     0.13844972
              4      19.523572     0.11639896      18.189833    0.081900629      20.668629     0.18233111
            4.2      13.274739     0.07005635       12.30536     0.06670274      14.243996    0.095645153
            4.4      9.0388648    0.057429376      8.3793355    0.051381243      9.6692456    0.080439401
            4.6      6.3472388    0.047462804      5.8589102    0.041991754      6.8383415    0.067221195
            4.8      4.4913377    0.039392693      4.1472693    0.035536287       4.864425     0.05540975
              5      4.4913377    0.039392693      4.1472693    0.035536287       4.864425     0.05540975
