#    dyHiggstop        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4     0.16570009   0.0077584429     0.14145468    0.006808484     0.19792544    0.011011772
           -3.8     0.31221575    0.010087286     0.27531818   0.0087891882     0.34973022     0.01561653
           -3.6     0.55644592    0.014145296     0.49497603    0.012632398     0.62157933     0.01940223
           -3.4     0.94178271    0.020058472     0.83943411    0.017742813       1.051053    0.027941769
           -3.2       1.588621    0.024446778      1.4225471    0.022089847      1.7668353    0.033000966
             -3      2.5318812      0.0333503      2.2889536    0.031867507      2.7844147    0.043150496
           -2.8      4.0602844    0.040788559      3.6963461    0.038496258      4.4385925    0.053259931
           -2.6      6.3381897    0.062755412      5.8721128    0.048071262       6.856813    0.066153745
           -2.4       9.774996    0.058437809      9.0194558    0.052992858      10.444527    0.080571473
           -2.2      14.566487     0.08008412      13.524944     0.07378802      15.395738    0.098616783
             -2      21.555178    0.090124512      20.186139    0.088821971      22.616409     0.12187927
           -1.8      31.396893     0.10392631      29.514114    0.096487692      32.850901     0.14421938
           -1.6      44.804504     0.12474369      42.257155      0.1178508      46.750602     0.17375981
           -1.4      63.251844     0.14771254      59.923209     0.14840188      65.823117     0.21380489
           -1.2      86.729386     0.16950494      82.342606      0.1619919      89.710284     0.33634839
             -1      116.33513     0.20691045      110.42114      0.1887398      120.68085     0.30494282
           -0.8      149.55522     0.26341005      142.06307     0.22540491      155.66223     0.34181622
           -0.6      184.66046     0.25789649      175.34258     0.25805808      192.00306     0.36638207
           -0.4      213.56926     0.34414121      202.68779     0.26609359      221.92527     0.40650071
           -0.2      231.12903     0.27298631      219.45371     0.33771611      240.16285     0.38479021
              0      230.56036     0.27007711      219.06077     0.26339744      239.70187     0.38471633
            0.2      213.76005     0.27034664       202.9939     0.29171455      222.50976     0.37584004
            0.4      183.86239     0.25382342      174.85348     0.28873829      190.43742     0.36897092
            0.6      150.11001     0.25986508      142.65121     0.22565796      155.25067     0.32059027
            0.8      116.50317     0.20654343      110.53541     0.19454399      121.06256      0.2920717
              1      86.890878     0.17784051      82.442915     0.17415952      90.209221     0.24698595
            1.2      63.049292     0.15527459      59.258703     0.35682519      65.562005     0.20246562
            1.4      44.515455     0.12194734      42.073191     0.11775537      46.372794     0.17182584
            1.6      31.346638     0.11218714      29.341735    0.099024136      32.803082     0.14415533
            1.8      21.572636    0.086644098       20.30344     0.16065675      22.724921       0.120128
              2      14.628005    0.073088566       13.60066    0.076561121      15.594315    0.099558438
            2.2      9.6913824     0.07005334      8.9519819    0.071034643      10.386774     0.08802824
            2.4      6.2685383    0.048071311       5.763887    0.045205232      6.7330636     0.06707706
            2.6      4.0714339    0.039826811      3.6941447    0.036435841      4.4386521    0.054486961
            2.8      2.4955031    0.030882246      2.2483616    0.027817078      2.7573864    0.042075786
              3      1.5661918    0.025164808      1.4007922    0.023735605      1.7452651     0.03332384
            3.2     0.93269169    0.018086598     0.82590616    0.015706249       1.046144    0.025732706
            3.4     0.54628075    0.013721741     0.48326433    0.011832887     0.61371579    0.019614038
            3.6      0.3212995    0.010310119     0.27856999   0.0088195435     0.37767093    0.014895809
            3.8     0.17387518   0.0079540114     0.15292177   0.0070340035     0.19671366    0.011218012
              4     0.17387518   0.0079540114     0.15292177   0.0070340035     0.19671366    0.011218012
