#      R_yttbar        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      8.2726053     0.20588324      6.9038963     0.15078247      10.035099     0.30722125
            0.2      16.778482      0.0998371      14.959307    0.080526062      18.956947     0.17931218
            0.4      25.707042    0.092387332      23.279883    0.084596969      28.169984     0.12785962
            0.6      33.899336      0.1073929      30.811755    0.095265721      36.647982     0.27482281
            0.8      41.802103     0.11167525      38.167281     0.10478148      45.353781     0.15544125
              1      49.527327      0.1358188      45.498278      0.1218093      53.512749     0.16926429
            1.2      57.590927     0.13536636      53.023386     0.12892815      61.909476     0.18580393
            1.4      68.019148     0.14641472      62.901647     0.14258241      72.672206     0.19823218
            1.6      81.052243     0.16281736       75.29005     0.18376241      86.210415     0.22024575
            1.8      98.758256     0.17375005      92.170545     0.17033087      104.28094     0.24089813
              2      124.57116     0.19989574      116.93018      0.2114518      131.00837     0.27719887
            2.2      160.13506     0.24420776      151.12651     0.38972151      167.00448     0.31045127
            2.4      211.97203     0.26570522      201.93346     0.30880886      219.14779     0.36324955
            2.6      283.99779     0.35903656      272.11316     0.29345798      291.80456     0.42949054
            2.8      372.88872     0.34955746      359.00728     0.35995222      380.86325     0.49815578
              3      412.39766     0.38504482      397.97003     0.42962991       420.6544     0.53515779
            3.2      166.42388     0.24214138      159.37321     0.23846663      170.55602     0.34511599
            3.4      74.250586     0.16303265      69.897004     0.14970401      77.670648     0.23015947
            3.6      36.674773     0.12983966      33.897699      0.1046288      39.049994     0.16175149
            3.8      19.009431     0.09151277      17.250758    0.085046099      20.851094     0.12205202
              4      10.334456    0.068512758      9.2336471    0.063630226      11.529672    0.089667162
            4.2      5.7958538    0.051361172      5.1085842    0.050236243      6.6157646     0.06660588
            4.4      3.2542628      0.0388621      2.8375315    0.037121316      3.7642238    0.048967154
            4.6      1.8119935    0.029912462      1.5402495       0.028229      2.1517804    0.037674845
            4.8      1.0034628    0.023906844      0.8568478    0.022255367      1.2187065    0.030189775
              5      1.0034628    0.023906844      0.8568478    0.022255367      1.2187065    0.030189775
