#       etatbar        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4       4.215671    0.046933904      3.9556158    0.041889343      4.4953761    0.059823739
           -3.8       6.035637    0.050113371      5.6974912     0.04600697      6.4107896    0.070142353
           -3.6      8.8061199    0.081868778      8.3898934     0.16353796      9.2507324    0.088612674
           -3.4      12.338547    0.069349199      11.646338    0.071772082      13.126172    0.098848881
           -3.2      17.101343    0.079070355      16.068094    0.077060223      18.186775     0.12249237
             -3      23.134999     0.15076482      21.740318     0.10009256      24.397739     0.13884478
           -2.8      30.470866     0.10552481      28.720372     0.10271267      32.192663     0.14753562
           -2.6       38.77235     0.20184229       36.83995     0.22327771      40.926704      0.1755009
           -2.4      48.524897     0.13011247      45.810676     0.12325822      50.954294     0.18599881
           -2.2      58.819319     0.15878058      55.623288     0.14349918       61.58972     0.22902798
             -2      68.819618     0.15627619      65.119806     0.14993481       72.03191     0.21799122
           -1.8      78.203345     0.16368322      74.036093     0.15530445      81.513948     0.22766287
           -1.6      86.592535     0.17645565      82.161957     0.16612298      90.073193     0.24931768
           -1.4      92.447731      0.1769558      87.738611     0.16628409      95.835595     0.25210878
           -1.2      97.477307     0.17648105      92.513513     0.17112857      101.11768     0.24511137
             -1      100.15524     0.18159501      95.079455     0.17607779      103.79246     0.24988701
           -0.8      100.91838     0.17914325      95.897343     0.17062352      104.36868     0.24911007
           -0.6       100.8867     0.17646903       95.81386     0.16417924      104.41899     0.24478643
           -0.4      100.40402     0.17877378      95.431851     0.17141561      103.69089     0.24838599
           -0.2      99.859082     0.17551207      94.921533     0.16426759      103.06877      0.2423597
              0      99.740826     0.18481333      94.793672     0.17591691       102.8267     0.24702409
            0.2      100.44367     0.17871849      95.474622      0.1686552      103.76801      0.2472273
            0.4      100.95179      0.1878448      95.936119     0.16858342      104.27897     0.26938056
            0.6      100.69194     0.18545333      95.572878     0.16793496      104.10446     0.24801874
            0.8       100.0649     0.21224404      94.958648     0.18850742      103.54887     0.40186177
              1      97.475684     0.18026673      92.404647     0.17042965      101.16217     0.24848173
            1.2      93.140986     0.17727125      88.366728     0.17408477      96.618776     0.24799488
            1.4      86.833145      0.1738022      82.232513     0.16842895      90.580933     0.24537559
            1.6      78.384288     0.16408188      74.079817     0.15732669      81.843769     0.23220713
            1.8      68.907992      0.1618198      65.197443     0.15197938      71.956349        0.22712
              2      58.899555     0.15296294      55.626726     0.14178139      61.728336     0.21473488
            2.2      48.421566     0.13293541      45.907105     0.20156941       50.92459     0.19123931
            2.4      38.930743     0.13897779      36.781105     0.11529427      41.052165     0.18107586
            2.6      30.241142     0.11672877      28.658713     0.17820773      31.737796     0.17359984
            2.8      22.924048    0.092920261      21.555653     0.10660248      24.172532     0.14863008
              3      16.903899     0.13229755      16.005079    0.090191673      17.975804     0.13407259
            3.2       12.45563    0.082280159       11.15438      0.3596527      13.272815     0.11680332
            3.4      8.9564071     0.12631807      8.2371891     0.08204923      9.4767156    0.085840963
            3.6      6.1617002    0.062716051      5.7530031    0.045000674      6.7089731    0.075498502
            3.8       4.257403    0.044601554      3.9258635      0.0748854      4.4754258    0.064971759
              4       4.257403    0.044601554      3.9258635      0.0748854      4.4754258    0.064971759
